1963	Zemøelé ženy podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1955)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy a otravy podle vnìjší pøíèiny	2507	67	17	11	14	14	46	30	105	64	60	75	100	93	69	168	153	171	185	256	320	276	213
																								
D1	Úrazy na železnicích	43	-	-	-	-	-	1	3	5	1	2	2	3	-	2	5	-	1	3	5	5	4	1
E800	Úraz na železnicích postihující železnièní zamìstnance	9	-	-	-	-	-	-	-	1	-	-	2	1	-	1	4	-	-	-	-	-	-	-
E801	Úraz na železnicích postihující cestující	2	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
E802	Úraz na železnicích postihující jiné osoby	32	-	-	-	-	-	1	2	4	1	2	-	2	-	1	1	-	1	3	5	5	3	1
																								
D2	Dopravní úrazy motorovými vozidly	270	1	1	3	4	3	21	10	30	11	12	7	13	15	10	14	19	16	15	24	27	8	6
E810	Dopravní úraz   pøi srážce s vlakem	3	-	-	-	-	-	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	-
E811	Dopravní úraz   pøi srážce s poulièní drahou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E812	Dopravní úraz   zpùsobený chodcùm	153	1	1	3	3	2	19	9	5	-	2	2	2	8	5	6	12	12	9	16	25	7	4
E813	Dopravní úraz   zpùsobený cyklistùm	9	-	-	-	-	-	-	-	-	-	1	-	1	-	-	2	3	1	1	-	-	-	-
E814	Dopravní úraz  motocyklem pøi srážce s vozidlem nemotorovým a jinými pøedmìty	7	-	-	-	-	-	-	-	5	1	-	-	1	-	-	-	-	-	-	-	-	-	-
E815	Dopravní úraz motocyklem pøi srážce s motorovým vozidlem 	13	-	-	-	1	-	-	-	5	2	1	-	1	1	1	1	-	-	-	-	-	-	-
E816	Dopravní úraz pøi srážce  motorových vozidel 	2	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-
E817	Dopravní úraz  posádky motorového vozidla pøi srážce s chodcem, cyklistou	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
E818	Dopravní úraz   pøi srážce se zvíøaty nebo vozy taženými zvíøaty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E819	Dopravní úraz   pøi srážce s pøedmìty pevnými nebo blíže neurèenými	2	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E820	Dopravní úraz  pøi nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Dopravní úraz  øidièe motocyklu, nejde-li o srážku	25	-	-	-	-	-	-	-	7	4	4	1	1	3	2	2	1	-	-	-	-	-	-
E822	Dopravní úraz   pøi pøevrhnutí na silnici	4	-	-	-	-	-	1	-	1	-	-	-	1	-	-	1	-	-	-	-	-	-	-
E823	Dopravní úraz   pøi vyboèení ze silnice	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E824	Jiný dopravní úraz   bez srážky	10	-	-	-	-	-	-	1	2	2	1	1	1	-	1	-	1	-	-	-	-	-	-
E825	Dopravní úraz   neurèené povahy	41	-	-	-	-	1	1	-	4	1	3	3	3	2	-	2	2	3	4	8	1	1	2
																								
D3	Nedopravní úrazy motorovými vozidly 	22	-	-	-	1	-	3	-	5	-	-	-	3	5	1	2	1	-	1	-	-	-	-
E830	Nedopravní úraz   zpùsobený chodcùm	2	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-
E831	Nedopravní úraz   zpùsobený cyklistùm	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Nedopravní úraz   zpùsobený posádce motocyklu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Nedopravní úraz, jde-li o nìkolik motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz    pøi nastupování a vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Nedopravní úraz    jiné nebo neurèené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz zpùsobený traktorem	19	-	-	-	1	-	3	-	4	-	-	-	3	4	1	2	-	-	1	-	-	-	-
																								
D4	Úrazy jinými silnièními vozidly	18	-	-	-	-	-	-	-	-	-	1	1	-	1	1	2	1	2	1	4	2	1	1
E840	Úraz zpùsobený chodcùm vozy poulièní dopravy	7	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	2	1	1	1
E841	Jiný úraz poulièní drahou , mimo srážku s motorovým vozidlem 	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-
E842	Úraz zpùsobený chodcùm cyklisty	3	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	1	-	-
E843	Úraz zpùsobený cyklistùm, vyjma srážku  s motorovým  vozidlem 	4	-	-	-	-	-	-	-	-	-	1	1	-	-	-	1	1	-	-	-	-	-	-
