1971	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1966)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy, otravy a násilí (vnìjší pøíèina)	5692	53	27	17	32	21	84	98	397	552	432	326	335	386	425	286	373	432	400	366	283	208	159
																								
D1	Úrazy na železnicích	179	-	1	1	2	-	2	-	10	32	19	9	9	7	13	10	18	16	9	9	8	4	-
E800	Srážka se železnièními vozidly v pohybu	4	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	1	1	-	-	-	-	-
E801	Náraz na nepohyblivý pøedmìt	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez pøedchozí srážky 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheò, popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	12	-	-	-	-	-	-	-	3	2	2	1	-	-	1	-	-	2	-	-	-	1	-
E805	Zachycení železnièním vozidlem v pohybu	157	-	1	1	2	-	2	-	7	29	16	5	8	7	12	10	16	12	9	9	8	3	-
E806	Jiný blíže popsaný úraz  na železnici	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E807	Úraz na železnici NS	5	-	-	-	-	-	-	-	-	1	1	1	-	-	-	-	1	1	-	-	-	-	-
																								
D2	Dopravní úrazy motorovými vozidly	1517	2	4	6	14	8	49	25	175	215	126	91	74	86	100	81	83	114	107	69	48	32	8
E810	Srážka motorového vozidla s vlakem	20	-	-	-	-	-	-	-	3	3	2	1	1	-	8	1	-	1	-	-	-	-	-
E811	Srážka motorového vozidla s vozem poulièní dráhy	2	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	181	1	-	-	-	-	3	2	29	25	15	12	12	18	12	12	9	10	13	5	3	-	-
E813	Srážka motorového vozidla s jiným vozidlem	50	-	-	1	1	-	3	5	2	1	2	-	2	2	2	-	4	7	11	4	3	-	-
E814	Srážka motorového vozidla s chodcem	439	-	2	2	11	6	34	10	19	19	19	14	13	16	22	21	26	48	57	39	31	24	6
E815	Náraz motorového vozidla na nepohyblivý pøedmìt 	81	-	1	-	-	-	1	-	10	22	18	3	6	5	1	6	3	4	-	1	-	-	-
E816	Úraz beze srážky následkem ztráty vlády nad vozidlem	81	-	-	-	-	-	1	-	16	25	10	3	3	5	1	6	5	4	2	-	-	-	-
E817	Úraz motorovým vozidlem pøi nastupování nebo vystupování	3	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	1	-	-	-	-
E818	Jiný úraz motorovým vozidlem beze srážky	16	-	-	-	1	1	-	-	1	4	1	1	-	1	2	1	1	1	1	-	-	-	-
E819	Úraz motorovým vozidlem NS	644	1	1	3	1	1	7	8	95	116	58	57	36	38	52	34	35	38	22	20	11	8	2
																								
D3	Úrazy motorovými vozidly mimo dopravu	30	-	-	-	-	-	-	-	3	9	1	1	4	2	1	-	3	4	2	-	-	-	-
E820	Srážka s pohybujícím se pøedmìtem mimo dopravu	5	-	-	-	-	-	-	-	-	1	-	-	2	-	-	-	1	1	-	-	-	-	-
E821	Náraz na nepohyblivý pøedmìt mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E822	Úraz pøi nastupování nebo vystupování mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E823	Jiný nebo NS úraz mimo dopravu	25	-	-	-	-	-	-	-	3	8	1	1	2	2	1	-	2	3	2	-	-	-	-
																								
D4	Jiné úrazy silnièními vozidly	70	-	-	-	-	1	1	1	2	3	-	2	3	7	7	3	6	12	12	5	3	2	-
