1989	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1976)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Vnìjší pøíèiny poranìní a otrav	4750	38	8	9	14	8	54	60	199	274	227	283	381	381	330	273	314	318	345	233	405	355	241
																								
D1	Úrazy na železnicích	132	-	-	-	-	-	3	5	8	15	9	9	12	13	10	9	12	8	3	7	4	2	3
E800	Srážka se železnièními vozidly	8	-	-	-	-	-	-	1	-	-	-	-	2	3	-	-	1	-	1	-	-	-	-
E801	Náraz na jiný pøedmìt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez pøedchozí srážky nebo nárazu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheò nebo popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	4	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	1	-	-	-	1	-	-
E805	Zasažení železnièním vozidlem	111	-	-	-	-	-	3	3	7	14	9	8	7	10	8	8	9	8	2	7	3	2	3
E806	Jiný blíže popsaný úraz  na železnici	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E807	Železnièní úraz NS	8	-	-	-	-	-	-	1	1	1	-	-	3	-	-	1	1	-	-	-	-	-	-
																								
D2	Provozní úrazy motorovými vozidly	814	-	2	1	2	2	24	16	85	87	55	60	57	48	51	38	61	51	46	27	48	38	15
E810	Srážka motorového vozidla s vlakem	4	-	-	-	-	-	-	-	-	-	-	1	1	1	-	-	-	-	-	1	-	-	-
E811	Srážka motorového vozidla s jiným motorovým vozidlem pøi návratu do jízdní dráhy	12	-	-	-	-	1	1	-	1	3	-	-	1	-	1	-	2	1	-	-	1	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	76	-	2	-	-	-	-	2	5	8	16	4	10	4	6	3	5	5	2	1	1	2	-
E813	Srážka motorového vozidla s jiným vozidlem	57	-	-	-	-	-	-	3	9	4	3	2	3	4	2	2	-	6	6	5	4	3	1
E814	Srážka motorového vozidla s chodcem	150	-	-	1	-	-	14	1	6	7	7	10	8	4	7	10	14	11	11	5	14	14	6
E815	Jiný náraz motorového vozidla na pøedmìt na silnici	26	-	-	-	-	-	-	-	5	6	1	2	2	3	3	2	1	-	-	1	-	-	-
E816	Ztráta vlády nad motorovým vozidlem na silnici, beze srážky	33	-	-	-	-	-	1	2	7	3	-	2	2	4	3	3	2	2	-	1	1	-	-
E817	Úraz pøi nastupování nebo vystupování, bez srážky	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E818	Jiný provozní úraz motorovým vozidlem bez srážky	9	-	-	-	-	-	-	-	1	2	1	1	-	-	2	1	-	1	-	-	-	-	-
E819	Jiný provozní úraz motorovým vozidlem, bez srážky	446	-	-	-	2	1	8	8	51	54	27	38	30	28	27	17	36	25	27	13	27	19	8
																								
D3	Neprovozní úrazy motorovými vozidly	6	-	-	-	-	1	-	-	1	1	-	1	-	-	1	1	-	-	-	-	-	-	-
E820	Neprovozní úraz motorovým vozidlem pro jizdu na snìhu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Neprovozní úraz jiným mimosilnièním motorovým vozidlem 	4	-	-	-	-	1	-	-	-	1	-	-	-	-	1	1	-	-	-	-	-	-	-
E822	Neprovozní úraz jiným motorovým vozidlem pøi srážce s pohybujícím se pøedmìtem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E823	Neprovozní úraz  jiným motorovým vozidlem pøi nárazu na nepohybující se pøedmìt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E824	Neprovozní úraz jiným motorovým vozidlem pøi nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E825	Neprovozní úraz jiné nebo NS povahy jiným  motorovým vozidlem	2	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-
																								
D4	Úrazy jinými silnièními vozidly	53	-	-	-	-	-	-	-	2	1	7	1	4	2	3	6	8	5	3	2	8	1	-
E826	Úraz zpùsobený jizdním kolem	40	-	-	-	-	-	-	-	2	-	6	-	4	1	3	5	6	5	2	1	4	1	-
E827	Úraz zpùsobený vozidlem taženým zvíøaty	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
E828	Úraz zpùsobený zvíøetem nesousím èlovìka	2	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-
E829	Úrazy zpùsobené jinými silnièními vozidly	10	-	-	-	-	-	-	-	-	-	-	1	-	1	-	1	2	-	1	1	3	-	-
																								
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E830	Nehoda plavidla (srážka, ztroskotání, pøevržení) mající za následek potopení osoby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Jiný úraz pøi  nehodì plavidla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Jiné náhodné potopení nebo (u)tonutí pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Pád na schodech nebo žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Jiný pád s jedné úrovnì na jinou pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Jiný nebo NS pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz u stroje pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E837	Výbuch, oheò nebo popálení na plavidle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E838	Jiný nebo NS úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D6	Úrazy pøi dopravì vzduchem a mimovzdušným prostorem	11	-	-	-	-	-	-	-	-	-	1	2	1	1	3	3	-	-	-	-	-	-	-
E840	Nehoda motorového letadla pøi stratu nebo pøistávání	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E841	Jiná nebo NS nehoda motorového letadla	7	-	-	-	-	-	-	-	-	-	-	1	1	1	2	2	-	-	-	-	-	-	-
E842	Nehoda letadla bez motoru	4	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	-	-	-	-	-	-
E843	Pád v letadle nebo z letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E844	Jiný blíže psaný úraz pøi dopravì vzduchem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
