1999;Zemøelí mui podle podrobného seznamu pøíèin smrti a vìku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1993);Název;Celkem;0;1;2;3;4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85+
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMØELİCH MUÙ;54 845;221;26;13;9;11;61;78;262;479;430;470;610;1 176;2 244;3 463;4 246;4 831;6 760;8 567;9 262;4 662;6 964
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
I;Nìkteré infekèní a parazitární nemoci;159;2;" -";" -";" -";1;" -";" -";2;1;2;4;3;13;23;17;17;7;9;16;17;10;15
A02;Jiné infekce zpùsobené salmonelami;2;" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";1;" -";" -";" -";1;" -";" -"
A03;Shigellosis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A04;Jiné bakteriální støevní infekce;4;1;" -";" -";" -";" -";" -";" -";" -";" -";" -";1;1;" -";" -";" -";1;" -";" -";" -";" -";" -";" -"
A05;"Jiné bakteriální otravy (intoxikace) ";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -"
A06;Amoebiasis - amébóza;" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -"
A08;Virové a jiné specifikované støevní infekce;1;" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";1;" -";" -";" -";" -";" -";" -";" -"
A09;Prùjem-diarrhoea a gastroenteritida pøedpokládaného infekèního pùvodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A15;"TBC dıchacího ústrojí bakteriologicky
a histologicky ovìøená ";52;" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";1;4;11;9;5;2;2;3;6;3;6
A16;"TBC dıchacího ústrojí bakteriologicky 
a histologicky neovìøená ";29;" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";1;" -";2;4;2;4;2;" -";3;5;2;4
A17;Tuberkulóza nervové soustavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
