1978	Zemøelé ženy podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1966)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy, otravy a násilí (vnìjší pøíèina)	3870	80	24	15	14	17	39	30	72	88	78	83	65	67	96	117	119	128	292	464	682	687	613
																								
D1	Úrazy na železnicích	44	-	-	-	-	-	-	1	4	1	3	5	2	1	1	2	3	1	6	7	3	3	1
E800	Srážka se železnièními vozidly v pohybu	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
E801	Náraz na nepohyblivý pøedmìt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez pøedchozí srážky 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheò, popálení	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
E804	Pád ve vlaku nebo z vlaku	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	2	-	-	-
E805	Zachycení železnièním vozidlem v pohybu	36	-	-	-	-	-	-	1	4	1	3	4	1	1	1	1	3	1	6	4	3	1	1
E806	Jiný blíže popsaný úraz  na železnici	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E807	Úraz na železnici NS	3	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	1	-	-	-
																								
D2	Dopravní úrazy motorovými vozidly	494	2	2	4	3	7	24	17	26	31	18	15	19	19	19	31	20	19	51	54	61	39	13
E810	Srážka motorového vozidla s vlakem	7	-	-	-	-	-	-	1	1	1	-	2	-	-	1	-	-	-	-	-	-	-	1
E811	Srážka motorového vozidla s vozem poulièní dráhy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	74	1	-	-	-	3	-	1	7	9	2	5	6	6	3	9	2	4	4	2	6	3	1
E813	Srážka motorového vozidla s jiným vozidlem	8	-	-	-	-	-	-	1	-	-	-	-	1	1	-	1	1	-	2	-	-	1	-
E814	Srážka motorového vozidla s chodcem	221	-	2	3	2	2	17	9	4	6	3	3	4	2	3	12	12	7	30	33	37	20	10
E815	Náraz motorového vozidla na nepohyblivý pøedmìt 	9	-	-	-	-	-	-	-	1	-	1	1	1	2	-	1	1	-	-	-	1	-	-
E816	Úraz beze srážky následkem ztráty vlády nad vozidlem	11	-	-	-	-	-	-	-	3	1	-	-	-	1	1	1	-	-	1	1	1	1	-
E817	Úraz motorovým vozidlem pøi nastupování nebo vystupování	3	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	1	-	-	-
E818	Jiný úraz motorovým vozidlem beze srážky	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
E819	Úraz motorovým vozidlem NS	160	1	-	1	1	2	7	5	10	13	12	4	7	7	11	7	4	8	13	17	16	13	1
																								
D3	Úrazy motorovými vozidly mimo dopravu	3	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-
E820	Srážka s pohybujícím se pøedmìtem mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Náraz na nepohyblivý pøedmìt mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E822	Úraz pøi nastupování nebo vystupování mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E823	Jiný nebo NS úraz mimo dopravu	3	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-
																								
D4	Jiné úrazy silnièními vozidly	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	4	4	3	1	2
E825	Úraz poulièní drahou, mimo srážku s motorovým vozidlem	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	4	3	1	2
E826	Úraz jízdním kolem ,  mimo srážku s motorovým vozidlem nebo tramvají	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-
E827	Úraz zpùsobený jiným silnièním vozidlem bez motoru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E830	Srážka, ztroskotání, pøevržení mající za následek potopení 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Srážka, ztroskotání, pøevržení bez potopení 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Jiné potopení nebo utonutí pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Pád na schodech nebo ze žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Jiný pád s výšky  pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Jiný a NS pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz u stroje pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E837	Výbuch, oheò, popálení pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E838	Jiný nebo NS úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D6	Úrazy pøi dopravì vzduchem a mimovzdušným prostorem	2	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1
E840	Nehoda motorového letadla pøi stratu nebo pøistávání	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E841	Jiná nebo NS nehoda motorového letadla	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
E842	Nehoda letadla bez motoru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E843	Pád v letadle, na letadle  nebo z letadla	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E844	Jiný blíže psaný úraz pøi dopravì vzduchem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E845	Nehoda kosmické lodi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E846	Úraz pøi dopravì vzduchem ne prostorem NS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Náhodné otravy léky a drogami	16	-	1	-	1	1	-	-	-	-	-	1	-	1	1	-	1	2	3	4	-	-	-
E850	Antibiotiky a jinými prostøedky proti infekcím	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-
E851	Hormony a jejich syntetickými náhradami	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E852	Látkami primárnì pùsobícími na celý organismus a složky krve	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Analgetiky a antipyretiky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Sedativy a hypnotiky	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-
E855	Léky pùsobícími primárnì na nervovou soustavu a psychofarmaky	4	-	-	-	1	1	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-
E856	Jinými ataraktiky a stimulaci CNS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Látkami pùsobícími na ústrojí obìhu krevního	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	1	-	-	-
E858	Léky pùsobícími na ústrojí trávicí	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E859	Náhodné otravy jinými léèivy	4	-	1	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	1	-	-	-	-
																								
	Náhodné otravy jinými pevnými nebo tekutými látkami	9	-	-	-	-	-	-	-	2	-	-	1	-	-	2	-	1	-	-	2	-	1	-
E860	Alkohol	6	-	-	-	-	-	-	-	1	-	-	1	-	-	1	-	1	-	-	2	-	-	-
E861	Èisticí a lešticí prostøedky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E862	Dezinfekèní  prostøedky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E863	Barvy atd.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E864	Výrobky z ropy a  jiná rozpustidla 	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
E865	Pesticidy, umìlá hnojiva, prostøedky pro výživu rostlin	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E866	Tìžké kovy a jejich páry	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E867	Žíravé a leptavé látky nezaøaditelné jinam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E868	Škodlivé potraviny a jedovaté rostliny	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E869	Jiné a NS látky pevné a tekuté	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Náhodné otravy plyny a parami	215	-	-	1	1	-	-	2	3	5	3	1	1	2	4	3	4	6	17	29	51	61	21
E870	Plyn rozvádìný potrubím	199	-	-	1	1	-	-	2	2	5	3	1	1	2	4	3	4	5	17	28	47	56	17
E871	Zkapalnìný plyn z ropy rozvážený v pøenosných nádobách	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E872	Jiný užitkový plyn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Výfukový plyn motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Kyslièník uhelnatý z neúplného spalování domácích paliv	14	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	1	4	4	3
E875	Kyslièník uhelnatý vzniklý jiným zpùsobem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Jiné plyny a páry	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
E877	Plyny a páry NS	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
																								
	Náhodné pády	1819	3	1	-	2	1	-	1	2	2	4	3	1	4	2	13	15	27	88	216	416	494	524
E880	Pád na schodech nebo se schodù nebo stupòù	39	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	1	3	5	10	9	9
E881	Pád na žebøíku nebo se žebøíku nebo lešení	7	-	1	-	-	-	-	-	-	-	1	-	-	-	-	1	-	1	2	-	-	-	1
E882	Pád z budovy nebo jiné stavby	5	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	-
E883	Pád do jámy nebo jiného otvoru v pùdì	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-
E884	Jiný pád s jedné úrovnì na jinou	134	3	-	-	1	1	-	1	1	2	2	2	1	2	-	2	2	2	14	20	23	28	27
E885	Pád na rovinì následkem uklouznutí, zakopnutí nebo klopýtnutí	1211	-	-	-	-	-	-	-	-	-	-	1	-	1	1	5	11	18	42	141	277	338	376
E886	Pád na rovinì následkem srážky s jinou osobou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E887	Jiný pád na rovinì a pád NS	421	-	-	-	-	-	-	-	-	-	-	-	-	1	1	4	2	5	26	49	104	118	111
																								
	Úrazy zpùsobené ohnìm	57	1	2	1	-	1	1	-	1	1	1	-	-	-	-	1	3	2	6	6	7	8	15
E890	Požár v obytném domì	4	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-
E891	Požár v jiné budovì nebo stavbì	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Požár mimo budovy a stavby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E893	Vznícení odìvu	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	2	3
E894	Vznícení vysoce vznìtlivých hmot	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-
E895	Kontrolovaný oheò v obytném domì	14	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	4	2	1	4
E896	Kontrolovaný oheò v jiné budovì nebo stavbì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E897	Kontrolovaný oheò mimo budovy a stavby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E898	Jiné blíže popsané ohnì 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E899	Oheò NS 	30	1	1	-	-	-	1	-	-	1	1	-	-	-	-	-	2	1	4	2	4	4	8
																								
	Úrazy zpùsobené pøírodními vlivy nebo vlivy životního prostøedí	23	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	4	5	8	4	-
E900	Úèinky horka	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E901	Úèinky chladu	20	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	3	5	7	3	-
E902	Úèinky tlaku vzduchu 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E903	Úèinky pohybu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E904	Úèinky hladu, žíznì, jiného strádání a nedostatku péèe	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E905	Kousnutí nebo bodnutí jedovatými  zvíøaty nebo hmyzem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E906	Jiné úrazy zpùsobené zvíøaty	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-
E907	Blesk	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E908	Pøírodní katastrofa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E909	Jiné	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
