1973	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1966)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy, otravy a násilí (vnější příčina)	5443	68	17	27	11	22	93	76	364	507	423	287	268	363	338	398	311	405	426	375	281	229	154
																								
D1	Úrazy na železnicích	158	-	-	1	-	1	1	1	16	21	11	14	12	9	4	15	12	9	13	6	7	5	-
E800	Srážka se železničními vozidly v pohybu	2	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-
E801	Náraz na nepohyblivý předmět	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez předchozí srážky 	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheň, popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	6	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	4	-	-	-	-
E805	Zachycení železničním vozidlem v pohybu	142	-	-	1	-	1	1	1	14	21	9	12	11	8	4	14	12	9	7	5	7	5	-
E806	Jiný blíže popsaný úraz  na železnici	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E807	Úraz na železnici NS	5	-	-	-	-	-	-	-	-	-	1	1	1	-	-	-	-	-	1	1	-	-	-
																								
D2	Dopravní úrazy motorovými vozidly	1319	-	1	7	1	8	35	18	148	186	120	77	63	91	77	78	63	95	92	75	41	31	12
E810	Srážka motorového vozidla s vlakem	14	-	-	-	-	-	-	1	1	2	2	-	1	2	1	-	1	1	1	1	-	-	-
E811	Srážka motorového vozidla s vozem pouliční dráhy	4	-	-	-	-	-	-	-	1	-	1	-	-	2	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	186	-	-	-	-	-	2	2	21	30	23	19	18	13	10	8	8	6	10	11	4	1	-
E813	Srážka motorového vozidla s jiným vozidlem	49	-	-	-	-	-	1	5	5	1	1	1	1	2	2	1	4	6	6	11	1	1	-
E814	Srážka motorového vozidla s chodcem	313	-	-	5	-	7	24	6	13	12	9	10	9	18	18	17	21	32	40	27	22	14	9
E815	Náraz motorového vozidla na nepohyblivý předmět 	48	-	-	1	1	-	-	-	12	12	6	3	3	3	2	1	-	-	-	3	1	-	-
E816	Úraz beze srážky následkem ztráty vlády nad vozidlem	49	-	-	-	-	-	1	-	9	12	3	5	3	3	2	3	3	3	1	1	-	-	-
E817	Úraz motorovým vozidlem při nastupování nebo vystupování	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E818	Jiný úraz motorovým vozidlem beze srážky	12	-	-	-	-	-	-	-	-	1	3	-	1	1	1	1	-	3	-	-	1	-	-
E819	Úraz motorovým vozidlem NS	643	-	1	1	-	1	7	4	86	115	72	39	27	47	41	47	26	44	34	21	12	15	3
																								
D3	Úrazy motorovými vozidly mimo dopravu	22	-	-	-	-	-	-	-	-	3	4	1	3	-	3	5	1	-	2	-	-	-	-
E820	Srážka s pohybujícím se předmětem mimo dopravu	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E821	Náraz na nepohyblivý předmět mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E822	Úraz při nastupování nebo vystupování mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E823	Jiný nebo NS úraz mimo dopravu	21	-	-	-	-	-	-	-	-	3	3	1	3	-	3	5	1	-	2	-	-	-	-
																								
D4	Jiné úrazy silničními vozidly	58	-	-	-	-	-	1	1	2	3	-	1	-	-	6	5	7	8	8	3	6	4	3
E825	Úraz pouliční drahou, mimo srážku s motorovým vozidlem	24	-	-	-	-	-	-	-	-	-	-	1	-	-	1	2	2	6	3	1	3	3	2
E826	Úraz jízdním kolem ,  mimo srážku s motorovým vozidlem nebo tramvají	31	-	-	-	-	-	-	1	2	3	-	-	-	-	4	3	4	2	5	2	3	1	1
E827	Úraz způsobený jiným silničním vozidlem bez motoru	3	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-
																								
D5	Úrazy při vodní dopravě	2	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-
E830	Srážka, ztroskotání, převržení mající za následek potopení 	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E831	Srážka, ztroskotání, převržení bez potopení 	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E832	Jiné potopení nebo utonutí při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Pád na schodech nebo ze žebříku při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Jiný pád s výšky  při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Jiný a NS pád při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz u stroje při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E837	Výbuch, oheň, popálení při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E838	Jiný nebo NS úraz při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D6	Úrazy při dopravě vzduchem a mimovzdušným prostorem	19	-	-	-	-	-	-	-	-	3	7	2	3	2	1	1	-	-	-	-	-	-	-
E840	Nehoda motorového letadla při stratu nebo přistávání	14	-	-	-	-	-	-	-	-	3	7	1	1	-	1	1	-	-	-	-	-	-	-
E841	Jiná nebo NS nehoda motorového letadla	4	-	-	-	-	-	-	-	-	-	-	1	1	2	-	-	-	-	-	-	-	-	-
E842	Nehoda letadla bez motoru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E843	Pád v letadle, na letadle  nebo z letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E844	Jiný blíže psaný úraz při dopravě vzduchem	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E845	Nehoda kosmické lodi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E846	Úraz při dopravě vzduchem ne prostorem NS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Náhodné otravy léky a drogami	5	-	-	-	1	-	-	-	-	-	-	-	1	-	1	1	-	-	-	1	-	-	-
E850	Antibiotiky a jinými prostředky proti infekcím	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Hormony a jejich syntetickými náhradami	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
