1966;Zemøelé eny podle podrobného seznamu pøíèin smrti a vìku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1955);Název;Celkem;0;1;2;3;4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85+
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMØELİCH EN;49 696;1 264;76;51;39;24;103;120;218;191;183;226;430;734;717;1 646;2 742;4 137;6 097;7 936;8 791;7 745;6 226
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";35;"";"";"";"";"";""
I;Nemoci pøenosné a cizopasné;554;7;5;5;3;1;3;2;5;3;2;3;9;17;11;19;35;58;75;116;81;68;26
1;Tuberkulosa ústrojí dıchacího (z povolání);5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;-;-;-
2;Tuberkulosa plic;271;1;-;-;-;-;-;-;-;-;-;-;3;6;5;7;13;21;38;66;51;42;18
3;Tuberkuloda pohrudnice;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
4;Primární tuberkulosní komplex;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5;Tuberkulosa prùdušnicovıch a prùduškovıch uzlin;14;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;3;4;2;-
6;Roentgenologickı nález podezøelı z aktivní tuberkulosy dıchacího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7;Ostatní tuberkulosa dıchacího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;Tuberkulosa neoznaèeného umístìní;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
10;Tuberkulosa mozkomíšních plen a centrálního nervstva;7;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;3;-;-;-
11;Tuberkulosa støev, pobøišnice a uzlin okruí;6;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;1;-
12;Tuberkulosa kostí a kloubù, aktivní nebo blíe neurèená;9;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;5;-;1
13;Pozdní následky tuberkulosy kostí a kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
14;Tuberkulosa kùe a podkoního vaziva;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15;Tuberkulosa soustavy mízní;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;-;-;1
16;Tuberkulosa ústrojí moèového a pohlavního;4;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-
17;Tuberkulosa nadledvinek;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
18;Tuberkulosa jinıch orgánù;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
19;Tuberkulosa nìkolika orgánù;4;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;1;-
20;Pøíjice vrozená;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
21;Pøíjice získaná;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;3;2;3;1
22;Vıdu srdeènice;9;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;6;-;1;-
23;Ostatní druhy pøíjice soustavy cevní;28;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;7;6;5;5;2;-
24;Úbytì míchy;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;-
25;Progresivní paralysa;17;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;5;2;3;1;2;-
26;Ostatní druhy pøíjice centrálního nervstva;7;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;4;1;-;-;-
27;Jiné druhy pozdní pøíjice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
28;Latentní pøíjice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29;Pøíjice blíe neurèená;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-
30;Kapavka akutní nebo blíe neurèená;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31;Chronická gonokokové onemocnìní ústrojí moèového a pohlavního;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
32;Gonokokové onemocnìní kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
33;Gonokokové onemocnìní oèní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
34;Gonokokové onemocnìní jinıch orgánù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
35;Pozdní následky gonokokové onemocnìní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
36;Mìkkı vøed;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
37;Lymphogranuloma venereum;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
38;Granuloma venereum;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
39;Jiné nebo blíe neurèené pohlavní nemoci;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
40;Bøišní tyfus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
41;Paratyfus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
42;Jiné nakalivé nemoci zpùsobené salmonelami;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-
43;Cholera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
