1969	Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1966)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy, otravy a násilí (vnější příčina)	3271	38	22	9	21	14	41	34	127	125	87	65	85	105	127	82	157	194	300	428	433	405	372
																								
D1	Úrazy na železnicích	51	-	-	-	-	-	-	2	5	3	2	-	3	6	3	-	6	-	8	4	4	5	-
E800	Srážka se železničními vozidly v pohybu	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-
E801	Náraz na nepohyblivý předmět	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez předchozí srážky 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheň, popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E805	Zachycení železničním vozidlem v pohybu	41	-	-	-	-	-	-	1	4	2	2	-	3	6	3	-	5	-	6	2	3	4	-
E806	Jiný blíže popsaný úraz  na železnici	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E807	Úraz na železnici NS	8	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	1	-	2	1	1	-	-
																								
D2	Dopravní úrazy motorovými vozidly	580	2	2	1	7	7	26	14	43	39	23	22	17	29	21	17	34	41	65	65	61	32	12
E810	Srážka motorového vozidla s vlakem	22	-	-	-	-	-	1	-	3	6	1	2	1	2	4	-	1	-	1	-	-	-	-
E811	Srážka motorového vozidla s vozem pouliční dráhy	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	42	-	-	-	2	-	2	1	2	9	1	1	2	7	1	1	3	3	3	3	1	-	-
E813	Srážka motorového vozidla s jiným vozidlem	10	-	-	-	-	-	-	1	1	-	-	-	1	-	2	-	1	2	2	-	-	-	-
E814	Srážka motorového vozidla s chodcem	305	-	2	1	4	5	19	6	12	5	3	7	5	5	5	11	19	21	46	47	50	23	9
E815	Náraz motorového vozidla na nepohyblivý předmět 	8	-	-	-	-	-	-	-	2	-	-	1	-	3	-	-	1	1	-	-	-	-	-
