1962	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1955)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy a otravy podle vnìjší pøíèiny	4851	113	28	26	23	22	135	97	335	402	293	292	297	257	310	452	429	326	252	224	230	184	124
																								
D1	Úrazy na železnicích	229	-	-	1	-	-	2	4	12	24	14	12	17	22	29	27	27	12	6	7	6	4	3
E800	Úraz na železnicích postihující železnièní zamìstnance	79	-	-	-	-	-	-	-	-	6	3	5	5	13	14	17	10	2	1	2	-	-	1
E801	Úraz na železnicích postihující cestující	24	-	-	1	-	-	1	1	3	2	1	1	3	3	3	3	2	-	-	-	-	-	-
E802	Úraz na železnicích postihující jiné osoby	126	-	-	-	-	-	1	3	9	16	10	6	9	6	12	7	15	10	5	5	6	4	2
																								
D2	Dopravní úrazy motorovými vozidly	841	-	1	5	4	3	47	19	98	131	86	62	50	40	48	62	58	37	35	16	19	15	5
E810	Dopravní úraz   pøi srážce s vlakem	12	-	-	-	-	-	-	-	3	3	3	2	1	-	-	-	-	-	-	-	-	-	-
E811	Dopravní úraz   pøi srážce s poulièní drahou	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
E812	Dopravní úraz   zpùsobený chodcùm	270	-	1	4	3	3	42	11	12	9	3	11	9	6	12	21	33	23	21	13	16	13	4
E813	Dopravní úraz   zpùsobený cyklistùm	19	-	-	-	-	-	3	2	-	-	2	-	-	-	-	3	2	2	5	-	-	-	-
E814	Dopravní úraz  motocyklem pøi srážce s vozidlem nemotorovým a jinými pøedmìty	37	-	-	-	-	-	-	1	6	6	6	5	5	2	3	2	-	-	1	-	-	-	-
E815	Dopravní úraz motocyklem pøi srážce s motorovým vozidlem 	72	-	-	-	-	-	1	-	8	16	15	9	5	3	6	3	1	3	1	-	1	-	-
E816	Dopravní úraz pøi srážce  motorových vozidel 	29	-	-	-	-	-	-	-	2	4	4	4	3	-	4	5	2	-	1	-	-	-	-
E817	Dopravní úraz  posádky motorového vozidla pøi srážce s chodcem, cyklistou	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
E818	Dopravní úraz   pøi srážce se zvíøaty nebo vozy taženými zvíøaty	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E819	Dopravní úraz   pøi srážce s pøedmìty pevnými nebo blíže neurèenými	25	-	-	-	-	-	-	-	8	7	3	2	3	1	-	-	1	-	-	-	-	-	-
E820	Dopravní úraz  pøi nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Dopravní úraz  øidièe motocyklu, nejde-li o srážku	165	-	-	-	-	-	-	3	32	35	28	9	11	10	10	10	11	5	-	-	1	-	-
