2002;Zemøelí mui podle podrobného seznamu pøíèin smrti a vìku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1993);Název;Celkem;0;1;2;3;4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85+
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMØELİCH MUÙ;54 377;216;30;13;9;8;51;54;218;406;455;439;601;989;2 021;3 442;4 552;4 915;5 988;8 117;8 896;6 493;6 464
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
I;Nìkteré infekèní a parazitární nemoci;150;2;-;1;-;1;1;-;4;2;1;1;2;4;9;13;11;17;22;19;12;17;11
A02;Jiné infekce zpùsobené salmonelami;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-
A03;Shigellosis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A04;Jiné bakteriální støevní infekce;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
A05;"Jiné bakteriální otravy (intoxikace) ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A06;Amoebiasis - amébóza;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A08;Virové a jiné specifikované støevní infekce;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A09;Prùjem-diarrhoea a gastroenteritida pøedpokládaného infekèního pùvodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A15;"TBC dıchacího ústrojí bakteriologicky
a histologicky ovìøená ";32;-;-;-;-;-;-;-;-;-;-;-;-;1;3;5;5;1;4;3;2;3;5
A16;"TBC dıchacího ústrojí bakteriologicky 
a histologicky neovìøená ";13;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;-;3;1;2;-;1;-
A17;Tuberkulóza nervové soustavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A18;TBC jinıch orgánù;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-
A19;Miliární tuberkulóza;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A20;Mor-pestis;" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -";" -"
A21;Tularémie;-;-;-;-;-;-;-;"";"";" -";-;-;-;-;-;" -";-;-;-;-;-;-;-
A23;Brucellosis - vlnivá horeèka;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A24;"Malleus - vozhøivka a pseudomalleus 
- meliodosis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A26;Erysipeloid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A27;Leptospiróza;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-
A31;Nemoci zpùsobené jinımi mykobakteriemi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A32;Listerióza - listeriosis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A33;Tetanus novorozencù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A35;Tetanus jinı;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
A39;Meningokokové infekce;9;1;-;-;-;1;1;-;3;1;-;1;-;-;-;-;-;-;-;-;-;1;-
A40;Streptokoková septikémie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A41;Jiná septikémie;67;-;-;-;-;-;-;-;-;1;-;-;-;-;3;5;3;9;15;9;7;10;5
A42;Aktinomykóza - actinomycosis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A46;Rùe - erysipelas;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-
A48;Jiné bakteriální nemoci jinde nezaøazené;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A49;Bakteriální infekce neurèené lokalizace;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A50;Vrozená syfilis - pøíjice - lues;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A51;Èasná syfilis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A52;Pozdní syfilis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A54;Gonokoková infekce;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A55;"Lymphogranuloma venereum ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A68;Návratná horeèka - typhus recurrens;-;-;-;-;-;-;-;"";"";-;-;-;-;-;-;-;-;-;-;-;-;-;-
A69;Jiné spirochétové infekce;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A70;Infekce pùvodce: Chlamydia psittaci;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A79;Jiné rickettsiózy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A80;"Akutní poliomyelitida - akutní dìtská obrna ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A81;Pomalé virové infekce centrální nervové soustavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A83;Virová encefalitida pøenášená komáry;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A84;Virová encefalitida pøenášená klíšaty;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-
A85;"Jiná virová encefalitida jinde nezaøazená ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A86;Neurèená virová encefalitida;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-
A87;Virová meningitida;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A88;"Jiné virové infekce centrální nervové 
soustavy, jinde nezaøazené";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A89;Neurèená virová infekce centrální nervové soustavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
B00;Infekce virem Herpes simplex;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
B01;Varicella - plané neštovice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
B02;Herpes zoster - pásovı opar;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
B06;Zardìnky - rubeola;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
B15;Akutní hepatitida A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
B16;Akutní hepatitida B;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-
B17;Jiná akutní virová hepatitida;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
B18;Chronická virová hepatitida;6;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;-;-;1;-;-;-
B19;Neurèená virová hepatitida;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
B20;"Onemocnìní HIV projevující se infekèními 
a parazitárními nemocemi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
B21;"Onemocnìní HIV projevující se zhoubnımi novotvary ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
B22;"Onemocnìní HIV projevující se jinımi urèenımi nemocemi ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
