1965	Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1955)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy a otravy podle vnější příčiny	2651	55	18	20	6	17	50	40	104	89	52	63	79	99	76	144	139	178	202	274	344	311	291
																								
D1	Úrazy na železnicích	63	-	-	1	-	1	-	1	9	3	4	2	3	2	4	6	4	3	4	7	4	3	2
E800	Úraz na železnicích postihující železniční zaměstnance	9	-	-	-	-	-	-	-	1	-	1	-	-	1	3	2	1	-	-	-	-	-	-
E801	Úraz na železnicích postihující cestující	10	-	-	-	-	-	-	-	3	-	-	-	-	-	-	1	-	2	1	2	-	1	-
E802	Úraz na železnicích postihující jiné osoby	44	-	-	1	-	1	-	1	5	3	3	2	3	1	1	3	3	1	3	5	4	2	2
																								
D2	Dopravní úrazy motorovými vozidly	299	-	-	3	2	7	24	11	28	12	10	8	6	10	9	14	25	23	22	29	30	10	16
E810	Dopravní úraz   při srážce s vlakem	2	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E811	Dopravní úraz   při srážce s pouliční drahou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E812	Dopravní úraz   způsobený chodcům	167	-	-	2	2	4	17	3	6	2	5	3	-	1	-	10	15	16	16	23	23	9	10
E813	Dopravní úraz   způsobený cyklistům	5	-	-	-	-	-	-	1	2	-	-	-	-	-	1	-	-	1	-	-	-	-	-
E814	Dopravní úraz  motocyklem při srážce s vozidlem nemotorovým a jinými předměty	4	-	-	-	-	-	-	-	1	-	-	-	-	1	1	-	-	1	-	-	-	-	-
E815	Dopravní úraz motocyklem při srážce s motorovým vozidlem 	7	-	-	-	-	-	-	-	1	-	1	-	1	1	2	-	1	-	-	-	-	-	-
E816	Dopravní úraz při srážce  motorových vozidel 	4	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	-	-	1	-	-	-	-
E817	Dopravní úraz  posádky motorového vozidla při srážce s chodcem, cyklistou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E818	Dopravní úraz   při srážce se zvířaty nebo vozy taženými zvířaty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E819	Dopravní úraz   při srážce s předměty pevnými nebo blíže neurčenými	6	-	-	-	-	-	1	-	2	1	-	-	-	1	-	-	1	-	-	-	-	-	-
E820	Dopravní úraz  při nastupování nebo vystupování	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Dopravní úraz  řidiče motocyklu, nejde-li o srážku	16	-	-	-	-	-	-	2	4	3	2	1	-	1	1	2	-	-	-	-	-	-	-
E822	Dopravní úraz   při převrhnutí na silnici	5	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E823	Dopravní úraz   při vybočení ze silnice	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E824	Jiný dopravní úraz   bez srážky	16	-	-	-	-	-	4	1	1	1	-	1	1	2	1	-	1	-	2	-	-	-	1
E825	Dopravní úraz   neurčené povahy	65	-	-	1	-	3	2	3	5	5	2	2	2	3	3	1	7	5	3	5	7	1	5
																								
D3	Nedopravní úrazy motorovými vozidly 	15	-	-	-	-	1	3	1	1	1	-	-	1	1	1	-	1	1	1	1	1	-	-
E830	Nedopravní úraz   způsobený chodcům	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E831	Nedopravní úraz   způsobený cyklistům	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Nedopravní úraz   způsobený posádce motocyklu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Nedopravní úraz, jde-li o několik motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz    při nastupování a vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Nedopravní úraz    jiné nebo neurčené povahy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz způsobený traktorem	14	-	-	-	-	1	3	1	1	1	-	-	1	1	1	-	1	1	1	-	1	-	-
																								
D4	Úrazy jinými silničními vozidly	14	-	-	-	-	-	1	1	1	3	1	-	-	1	-	1	1	-	2	1	1	-	-
E840	Úraz způsobený chodcům vozy pouliční dopravy	2	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-
E841	Jiný úraz pouliční drahou , mimo srážku s motorovým vozidlem 	3	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	1	-	-	-	-
E842	Úraz způsobený chodcům cyklisty	4	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	1	1	-	-
E843	Úraz způsobený cyklistům, vyjma srážku  s motorovým  vozidlem 	4	-	-	-	-	-	-	1	-	1	-	-	-	1	-	1	-	-	-	-	-	-	-
E844	Úraz chodců nemotorovými silničními vozidly 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E845	Jiný úraz nemotorovými silničními vozidly 	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
