1991	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1976)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Vnìjší pøíèiny poranìní a otrav	5194	51	17	9	10	11	52	62	278	316	324	272	404	446	419	305	315	314	328	238	375	368	280
																								
D1	Úrazy na železnicích	135	-	-	-	-	-	2	1	12	19	11	6	8	15	8	7	11	7	10	5	7	5	1
E800	Srážka se železnièními vozidly	7	-	-	-	-	-	-	-	-	-	2	-	-	3	-	-	1	-	1	-	-	-	-
E801	Náraz na jiný pøedmìt	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E802	Vykolejení bez pøedchozí srážky nebo nárazu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheò nebo popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	2	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-
E805	Zasažení železnièním vozidlem	116	-	-	-	-	-	2	1	11	18	7	6	7	12	6	6	10	6	7	5	6	5	1
E806	Jiný blíže popsaný úraz  na železnici	3	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	1	-	-
E807	Železnièní úraz NS	6	-	-	-	-	-	-	-	1	-	1	-	1	-	-	1	-	1	1	-	-	-	-
																								
D2	Provozní úrazy motorovými vozidly	973	2	-	2	1	4	21	18	109	134	92	60	101	76	68	51	45	47	48	22	34	26	12
E810	Srážka motorového vozidla s vlakem	8	-	-	-	-	-	-	-	-	3	2	1	-	-	-	-	2	-	-	-	-	-	-
E811	Srážka motorového vozidla s jiným motorovým vozidlem pøi návratu do jízdní dráhy	3	-	-	-	-	-	-	-	-	-	1	-	-	2	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	63	-	-	-	-	-	-	-	7	8	7	5	9	4	6	5	4	1	3	-	2	2	-
E813	Srážka motorového vozidla s jiným vozidlem	49	-	-	-	-	-	2	1	2	4	-	2	5	4	5	3	6	4	3	4	2	2	-
E814	Srážka motorového vozidla s chodcem	150	-	-	2	1	1	12	6	8	9	5	5	7	11	8	9	7	11	13	6	14	12	3
E815	Jiný náraz motorového vozidla na pøedmìt na silnici	35	-	-	-	-	-	-	-	8	8	4	2	4	2	1	1	2	3	-	-	-	-	-
E816	Ztráta vlády nad motorovým vozidlem na silnici, beze srážky	47	-	-	-	-	-	-	1	11	8	8	5	6	4	-	2	-	-	1	-	1	-	-
E817	Úraz pøi nastupování nebo vystupování, bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E818	Jiný provozní úraz motorovým vozidlem bez srážky	4	-	-	-	-	-	-	-	1	1	-	-	1	-	1	-	-	-	-	-	-	-	-
E819	Jiný provozní úraz motorovým vozidlem, bez srážky	614	2	-	-	-	3	7	10	72	93	65	40	69	49	47	31	24	28	28	12	15	10	9
																								
D3	Neprovozní úrazy motorovými vozidly	9	-	-	-	-	-	-	-	1	-	1	-	1	-	2	1	-	1	-	1	1	-	-
E820	Neprovozní úraz motorovým vozidlem pro jizdu na snìhu	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
E821	Neprovozní úraz jiným mimosilnièním motorovým vozidlem 	2	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-
E822	Neprovozní úraz jiným motorovým vozidlem pøi srážce s pohybujícím se pøedmìtem	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E823	Neprovozní úraz  jiným motorovým vozidlem pøi nárazu na nepohybující se pøedmìt	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E824	Neprovozní úraz jiným motorovým vozidlem pøi nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E825	Neprovozní úraz jiné nebo NS povahy jiným  motorovým vozidlem	4	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	1	-	1	-	-	-
																								
D4	Úrazy jinými silnièními vozidly	52	-	-	-	-	-	1	-	6	4	1	2	5	3	4	5	3	6	4	3	3	2	-
E826	Úraz zpùsobený jizdním kolem	40	-	-	-	-	-	1	-	5	3	1	2	4	3	2	4	2	3	4	2	3	1	-
E827	Úraz zpùsobený vozidlem taženým zvíøaty	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E828	Úraz zpùsobený zvíøetem nesousím èlovìka	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E829	Úrazy zpùsobené jinými silnièními vozidly	11	-	-	-	-	-	-	-	1	1	-	-	1	-	2	-	1	3	-	1	-	1	-
																								
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E830	Nehoda plavidla (srážka, ztroskotání, pøevržení) mající za následek potopení osoby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Jiný úraz pøi  nehodì plavidla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Jiné náhodné potopení nebo (u)tonutí pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Pád na schodech nebo žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Jiný pád s jedné úrovnì na jinou pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Jiný nebo NS pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz u stroje pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E837	Výbuch, oheò nebo popálení na plavidle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E838	Jiný nebo NS úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D6	Úrazy pøi dopravì vzduchem a mimovzdušným prostorem	4	-	-	-	-	-	-	1	-	-	2	-	-	-	1	-	-	-	-	-	-	-	-
E840	Nehoda motorového letadla pøi stratu nebo pøistávání	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E841	Jiná nebo NS nehoda motorového letadla	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E842	Nehoda letadla bez motoru	2	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E843	Pád v letadle nebo z letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E844	Jiný blíže psaný úraz pøi dopravì vzduchem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E845	Nehoda kosmické lodi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D7	Úrazy zpùsobené vozidly a nezaøaditelné jinam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E846	Úrazy zpùsobené vozidly s motorovým pohonem, používanými jen v budovách a na pozemcích výrobního nebo obchodního závodu 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E847	Úrazy zpùsobené lanovými vozy, nejedoucimi po kolejích 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E848	Úrazy zpùsobené jinými vozidly, nezaøaditelné jinam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Náhodné otravy léky, chemickými látkami používanými v lékaøství a biologickými látkami	8	-	-	-	-	-	-	-	-	-	1	1	2	-	1	-	-	1	1	-	1	-	-
E850	Analgetika, antipyretika a antirevmatika	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Barbituráty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E852	Jiná sedativa a hypnotika	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
E853	Trankvilizéry	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Jiná psychofarmaka	2	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-
E855	Jiné látky pùsobící na centrální a  (nebo) autonomní nervovou soustavu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Antibiotika	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Jiné prostøedky proti infekcím	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Jiné léky, chemické a biologické látky	5	-	-	-	-	-	-	-	-	-	1	1	2	-	-	-	-	-	1	-	-	-	-
																								
