1969	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1966)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy, otravy a násilí (vnìjší pøíèina)	6177	49	25	32	26	28	102	139	481	655	452	337	345	389	446	266	480	462	450	347	279	221	166
																								
D1	Úrazy na železnicích	200	-	-	-	-	-	3	3	21	25	8	14	12	15	14	8	34	19	9	10	1	3	1
E800	Srážka se železnièními vozidly v pohybu	4	-	-	-	-	-	-	-	-	-	-	1	-	-	2	-	1	-	-	-	-	-	-
E801	Náraz na nepohyblivý pøedmìt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez pøedchozí srážky 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheò, popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	10	-	-	-	-	-	1	1	1	1	-	1	2	-	-	-	2	-	-	-	1	-	-
E805	Zachycení železnièním vozidlem v pohybu	149	-	-	-	-	-	2	2	15	18	7	10	8	10	10	5	26	17	7	8	-	3	1
E806	Jiný blíže popsaný úraz  na železnici	8	-	-	-	-	-	-	-	-	2	1	-	1	2	-	1	1	-	-	-	-	-	-
E807	Úraz na železnici NS	29	-	-	-	-	-	-	-	5	4	-	2	1	3	2	2	4	2	2	2	-	-	-
																								
D2	Dopravní úrazy motorovými vozidly	1769	1	2	11	8	13	44	40	202	306	176	106	104	94	115	67	127	102	95	77	31	29	19
E810	Srážka motorového vozidla s vlakem	43	-	-	-	-	-	1	1	6	3	2	3	9	4	3	3	5	-	3	-	-	-	-
E811	Srážka motorového vozidla s vozem poulièní dráhy	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	194	-	-	-	-	-	2	3	20	38	20	17	8	19	21	8	13	10	4	7	-	3	1
E813	Srážka motorového vozidla s jiným vozidlem	66	-	-	-	-	1	2	4	4	7	3	3	3	2	6	-	13	4	9	4	1	-	-
E814	Srážka motorového vozidla s chodcem	444	1	1	4	6	8	29	18	12	28	16	14	22	11	28	22	41	46	42	42	20	19	14
E815	Náraz motorového vozidla na nepohyblivý pøedmìt 	105	-	-	-	-	-	-	-	14	35	18	9	7	2	7	2	8	2	-	-	1	-	-
E816	Úraz beze srážky následkem ztráty vlády nad vozidlem	170	-	-	1	-	-	-	-	37	37	26	14	8	7	8	9	11	5	3	3	-	1	-
E817	Úraz motorovým vozidlem pøi nastupování nebo vystupování	16	-	-	-	-	-	-	-	4	4	-	-	2	-	2	-	1	2	-	-	-	1	-
E818	Jiný úraz motorovým vozidlem beze srážky	56	-	-	-	-	-	1	1	10	12	7	3	5	5	2	2	3	1	1	1	-	1	1
E819	Úraz motorovým vozidlem NS	674	-	1	6	2	4	9	13	95	142	84	43	39	44	38	21	32	32	33	20	9	4	3
																								
D3	Úrazy motorovými vozidly mimo dopravu	57	-	-	-	1	-	-	3	4	4	4	6	6	8	7	1	7	3	1	2	-	-	-
E820	Srážka s pohybujícím se pøedmìtem mimo dopravu	6	-	-	-	-	-	-	-	-	-	-	-	2	1	-	-	1	-	1	1	-	-	-
E821	Náraz na nepohyblivý pøedmìt mimo dopravu	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E822	Úraz pøi nastupování nebo vystupování mimo dopravu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E823	Jiný nebo NS úraz mimo dopravu	50	-	-	-	1	-	-	3	4	4	4	6	3	7	7	1	6	3	-	1	-	-	-
																								
D4	Jiné úrazy silnièními vozidly	60	-	-	-	-	-	2	2	4	4	3	1	1	1	5	3	5	9	9	5	3	2	1
E825	Úraz poulièní drahou, mimo srážku s motorovým vozidlem	22	-	-	-	-	-	-	-	-	3	1	-	-	-	2	2	2	2	3	3	2	1	1
E826	Úraz jízdním kolem ,  mimo srážku s motorovým vozidlem nebo tramvají	25	-	-	-	-	-	1	2	4	1	2	-	-	1	2	1	2	4	4	-	1	-	-
E827	Úraz zpùsobený jiným silnièním vozidlem bez motoru	13	-	-	-	-	-	1	-	-	-	-	1	1	-	1	-	1	3	2	2	-	1	-
																								
D5	Úrazy pøi vodní dopravì	2	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E830	Srážka, ztroskotání, pøevržení mající za následek potopení 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Srážka, ztroskotání, pøevržení bez potopení 	2	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E832	Jiné potopení nebo utonutí pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Pád na schodech nebo ze žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Jiný pád s výšky  pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Jiný a NS pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz u stroje pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E837	Výbuch, oheò, popálení pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E838	Jiný nebo NS úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D6	Úrazy pøi dopravì vzduchem a mimovzdušným prostorem	25	-	-	-	-	-	-	1	1	3	1	2	10	7	-	-	-	-	-	-	-	-	-
E840	Nehoda motorového letadla pøi stratu nebo pøistávání	3	-	-	-	-	-	-	-	-	2	-	-	1	-	-	-	-	-	-	-	-	-	-
E841	Jiná nebo NS nehoda motorového letadla	17	-	-	-	-	-	-	1	-	1	1	2	7	5	-	-	-	-	-	-	-	-	-
E842	Nehoda letadla bez motoru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E843	Pád v letadle, na letadle  nebo z letadla	3	-	-	-	-	-	-	-	1	-	-	-	1	1	-	-	-	-	-	-	-	-	-
E844	Jiný blíže psaný úraz pøi dopravì vzduchem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E845	Nehoda kosmické lodi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E846	Úraz pøi dopravì vzduchem ne prostorem NS	2	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-
																								
	Náhodné otravy léky a drogami	12	-	2	-	2	-	-	-	-	1	-	1	1	3	-	-	-	-	1	-	-	-	1
E850	Antibiotiky a jinými prostøedky proti infekcím	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Hormony a jejich syntetickými náhradami	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
E852	Látkami primárnì pùsobícími na celý organismus a složky krve	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Analgetiky a antipyretiky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Sedativy a hypnotiky	3	-	1	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-
E855	Léky pùsobícími primárnì na nervovou soustavu a psychofarmaky	2	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Jinými ataraktiky a stimulaci CNS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E857	Látkami pùsobícími na ústrojí obìhu krevního	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Léky pùsobícími na ústrojí trávicí	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E859	Náhodné otravy jinými léèivy	5	-	1	-	-	-	-	-	-	-	-	-	1	2	-	-	-	-	1	-	-	-	-
																								
	Náhodné otravy jinými pevnými nebo tekutými látkami	36	-	-	-	-	-	-	-	1	3	2	1	6	5	4	6	1	5	2	-	-	-	-
E860	Alkohol	27	-	-	-	-	-	-	-	1	2	2	1	4	3	4	3	1	4	2	-	-	-	-
E861	Èisticí a lešticí prostøedky	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E862	Dezinfekèní  prostøedky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E863	Barvy atd.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E864	Výrobky z ropy a  jiná rozpustidla 	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E865	Pesticidy, umìlá hnojiva, prostøedky pro výživu rostlin	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
E866	Tìžké kovy a jejich páry	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E867	Žíravé a leptavé látky nezaøaditelné jinam	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E868	Škodlivé potraviny a jedovaté rostliny	3	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	1	-	-	-	-	-
E869	Jiné a NS látky pevné a tekuté	2	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-
																								
	Náhodné otravy plyny a parami	261	-	-	2	-	-	3	2	10	17	10	12	7	19	25	12	16	25	17	26	33	18	7
E870	Plyn rozvádìný potrubím	218	-	-	-	-	-	2	1	9	15	8	9	5	14	21	9	14	22	14	22	30	17	6
E871	Zkapalnìný plyn z ropy rozvážený v pøenosných nádobách	3	-	-	-	-	-	1	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-
E872	Jiný užitkový plyn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Výfukový plyn motorových vozidel	5	-	-	-	-	-	-	-	-	-	-	3	-	-	1	1	-	-	-	-	-	-	-
E874	Kyslièník uhelnatý z neúplného spalování domácích paliv	33	-	-	2	-	-	-	1	1	2	2	-	1	5	1	1	2	3	3	4	3	1	1
E875	Kyslièník uhelnatý vzniklý jiným zpùsobem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Jiné plyny a páry	2	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-
E877	Plyny a páry NS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Náhodné pády	731	1	3	2	9	1	8	9	14	16	12	8	11	21	23	21	55	59	85	78	102	98	95
E880	Pád na schodech nebo se schodù nebo stupòù	57	-	-	-	-	1	1	-	1	-	1	1	1	3	1	2	6	8	8	5	4	6	8
E881	Pád na žebøíku nebo se žebøíku nebo lešení	26	-	-	-	1	-	-	1	-	-	1	1	-	1	1	2	2	3	5	3	4	1	-
E882	Pád z budovy nebo jiné stavby	66	1	3	1	5	-	1	-	2	6	2	-	2	3	6	3	11	5	7	4	4	-	-
E883	Pád do jámy nebo jiného otvoru v pùdì	6	-	-	-	-	-	-	-	-	2	-	-	1	-	-	-	1	-	2	-	-	-	-
E884	Jiný pád s jedné úrovnì na jinou	139	-	-	-	3	-	5	8	10	6	6	4	4	7	10	6	19	14	16	5	7	4	5
E885	Pád na rovinì následkem uklouznutí, zakopnutí nebo klopýtnutí	352	-	-	-	-	-	1	-	1	-	1	1	3	4	2	4	11	19	40	50	71	77	67
E886	Pád na rovinì následkem srážky s jinou osobou	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-
E887	Jiný pád na rovinì a pád NS	84	-	-	1	-	-	-	-	-	2	1	1	-	3	3	4	5	10	7	11	11	10	15
																								
	Úrazy zpùsobené ohnìm	59	-	1	-	-	-	2	2	5	3	2	4	1	1	3	1	4	3	6	7	7	1	6
E890	Požár v obytném domì	10	-	-	-	-	-	-	2	1	-	-	-	1	-	-	-	-	1	1	2	1	-	1
E891	Požár v jiné budovì nebo stavbì	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E892	Požár mimo budovy a stavby	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
E893	Vznícení odìvu	2	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-
E894	Vznícení vysoce vznìtlivých hmot	4	-	-	-	-	-	-	-	2	-	-	1	-	-	-	-	1	-	-	-	-	-	-
E895	Kontrolovaný oheò v obytném domì	6	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	2	-	-	2
E896	Kontrolovaný oheò v jiné budovì nebo stavbì	3	-	-	-	-	-	-	-	1	-	1	-	-	-	1	-	-	-	-	-	-	-	-
E897	Kontrolovaný oheò mimo budovy a stavby	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-
E898	Jiné blíže popsané ohnì 	6	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2	1	-	1	-	-
E899	Oheò NS 	23	-	-	-	-	-	1	-	1	2	1	1	-	1	2	1	3	-	3	2	2	1	2
																								
	Úrazy zpùsobené pøírodními vlivy nebo vlivy životního prostøedí	63	-	1	-	-	-	1	2	5	2	2	1	1	3	4	3	11	10	8	3	3	3	-
E900	Úèinky horka	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E901	Úèinky chladu	32	-	-	-	-	-	-	1	-	1	1	-	1	2	3	2	7	4	4	2	2	2	-
E902	Úèinky tlaku vzduchu 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E903	Úèinky pohybu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E904	Úèinky hladu, žíznì, jiného strádání a nedostatku péèe	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E905	Kousnutí nebo bodnutí jedovatými  zvíøaty nebo hmyzem	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E906	Jiné úrazy zpùsobené zvíøaty	14	-	-	-	-	-	1	-	-	-	-	-	-	1	-	1	1	4	3	1	1	1	-
E907	Blesk	12	-	1	-	-	-	-	1	4	1	1	1	-	-	-	-	2	1	-	-	-	-	-
E908	Pøírodní katastrofa	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E909	Jiné	2	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-
																								
	Jiné úrazy	847	43	16	17	6	13	33	42	87	79	62	51	46	51	53	34	55	59	37	28	18	9	8
E910	Tonutí a utonutí	242	1	6	8	4	12	25	18	28	23	17	10	10	13	8	8	13	14	11	8	3	1	1
E911	Dušení vdechnutím nebo polknutím potravy	82	29	3	1	-	1	1	1	7	4	4	1	3	2	3	3	4	4	6	2	2	1	-
E912	Dušení vdechnutím nebo polknutím jiného pøedmìtu	5	-	-	-	-	-	-	-	1	-	-	-	-	1	1	-	-	1	-	-	1	-	-
E913	Náhodné mechanické zadušení	21	8	4	-	-	-	1	2	2	-	-	1	1	-	-	2	-	-	-	-	-	-	-
E914	Vniknutí cizího tìlesa do oka nebo jeho adnex	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E915	Vniknutí cizího tìlesa do jiného otvoru tìla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E916	Udeøení padajícím pøedmìtem	138	-	-	2	-	-	1	7	12	14	17	20	13	14	12	5	11	4	5	1	-	-	-
E917	Náraz na pøedmìt nebo udeøení pøedmìtem 	23	-	-	-	-	-	-	-	2	2	1	1	3	-	2	2	4	4	-	2	-	-	-
E918	Zachycení v pøedmìtech nebo mezi nimi	16	-	-	-	-	-	1	-	4	1	-	1	-	1	4	1	-	-	2	-	1	-	-
E919	Pøepìtí, namožení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E920	Zranìní  øeznými nebo bodnými nástroji	10	-	-	-	-	-	-	1	1	-	-	2	-	1	1	-	-	4	-	-	-	-	-
E921	Výbuchy tlakových nádob	4	-	-	-	-	-	-	1	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
E922	Støelné zbranì 	22	-	-	-	-	-	-	5	6	4	3	3	-	-	1	-	-	-	-	-	-	-	-
E923	Výbušný materiál	13	-	-	-	1	-	-	1	2	2	-	2	1	2	1	1	-	-	-	-	-	-	-
E924	Horké látky, leptavé tekutiny, páry	21	-	2	1	1	-	-	-	3	-	2	1	-	1	2	1	2	-	-	1	-	1	3
E925	Elektrický proud	76	-	-	1	-	-	2	4	17	16	11	5	6	4	3	2	1	2	1	1	-	-	-
E926	Záøení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E927	Úrazy zpùsobené vozidly a nezaøaditelné jinam	3	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	1	-	-	-	-	-	-
E928	Úrazy zpùsobené stroji a nezaøaditelné jinam	15	-	-	1	-	-	-	-	1	-	-	-	3	1	-	2	2	2	1	2	-	-	-
E929	Úrazy jiné a NS	156	5	1	3	-	-	2	2	1	10	6	4	6	11	15	6	17	24	11	11	11	6	4
																								
	Léèebné komplikace a nehody	3	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	1	-	-	-
E930	Komplikace a nehody pøi operaèních léèebných výkonech	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E931	Komplikace a nehody pøi jiných a NS léèebných výkonech	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E932	Komplikace a nehody pøi diagnostických výkonech	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-
E933	Nehody pøi oèkování proti bakteriálním nemocem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E934	Nehody pøi oèkování proti jiným nemocem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E935	Nehody pøi jiných preventivních výkonech	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E936	Nehody pøi jiných výkonech 	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Pozdní následky úrazù a jiných vnìjších pøíèin	6	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	2	-	2	-	-	-
E940	Pozdní následky úrazù motorovými vozidly	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
E941	Pozdní následky jiných dopravních úrazù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E942	Pozdní následky náhodných otrav	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E943	Pozdní následky náhodných pádù	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-
E944	Pozdní následky úrazù zpùsobených ohnìm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E945	Pozdní následky úrazù zpùsobených vlivy pøírodními nebo vlivy životního prostøedí 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E946	Pozdní následky jiných úrazù 	3	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	1	-	-	-
E947	Pozdní následky chirurgických operací	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E948	Pozdní následky záøení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E949	Pozdní následky jiných lékaøských výkonù	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
SE	Sebevraždy a sebepoškození	1882	-	-	-	-	-	2	28	117	170	155	123	121	147	182	100	153	155	171	100	77	55	26
E950	Otrava pevnou nebo tekutou látkou	71	-	-	-	-	-	-	1	4	9	9	2	5	9	10	5	6	4	3	-	2	1	1
E951	Otrava plynem používaným v domácnosti	378	-	-	-	-	-	1	7	22	47	54	30	28	33	38	16	20	21	23	17	8	12	1
E952	Otrava jiným plynem	2	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-
E953	Obìšení nebo uškrcení	1091	-	-	-	-	-	1	18	59	72	62	66	70	76	100	66	106	99	123	70	52	33	18
E954	Utonutí 	45	-	-	-	-	-	-	1	1	2	1	1	3	4	1	-	4	6	8	3	4	4	2
E955	Støelné zbranì a výbušniny	137	-	-	-	-	-	-	1	19	25	12	11	8	12	15	7	6	7	7	3	2	1	1
E956	Øezné a bodné nástroje 	27	-	-	-	-	-	-	-	-	-	1	2	1	2	3	1	1	6	2	1	4	2	1
E957	Skok s výše	62	-	-	-	-	-	-	-	3	2	6	6	4	2	8	3	6	10	3	5	2	1	1
E958	Jiné a NS zpùsoby	64	-	-	-	-	-	-	-	8	11	9	5	2	9	6	2	4	2	2	1	2	1	-
E959	Pozdní následky pokusu o sebevraždu nebo sebepoškození 	5	-	-	-	-	-	-	-	1	2	-	-	-	-	-	-	-	-	-	-	1	-	1
																								
NA	Usmrcení nebo poranìní zpùsobená úmyslnì jinými osobami	72	2	-	-	-	1	3	4	6	14	7	1	5	8	4	6	5	4	-	1	-	-	1
E960	Zápas, rvaèka, znásilnìní	13	-	-	-	-	-	-	1	-	3	2	1	2	1	1	1	-	-	-	-	-	-	1
E961	Žíravé a leptavé látky, mimo otravy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E962	Otravy	2	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E963	Obìšení, uškrcení	3	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E964	Utopení	2	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
