1967;Zemøelí mui podle podrobného seznamu pøíèin smrti a vìku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1955);Název;Celkem;0;1;2;3;4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85+
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMØELİCH MUÙ;57 820;1 710;132;90;62;38;152;197;478;672;527;556;785;1 337;1 494;2 563;5 208;7 828;9 267;8 417;7 146;5 368;3 793
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
I;Nemoci pøenosné a cizopasné;818;20;8;4;1;2;2;2;1;4;5;9;14;25;30;55;105;123;146;96;94;51;21
1;Tuberkulosa ústrojí dıchacího (z povolání);63;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;10;13;17;11;6;-;1
2;Tuberkulosa plic;469;-;-;-;-;-;-;-;-;1;2;6;7;12;18;34;59;71;89;55;64;36;15
3;Tuberkuloda pohrudnice;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-
4;Primární tuberkulosní komplex;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5;Tuberkulosa prùdušnicovıch a prùduškovıch uzlin;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-
6;Roentgenologickı nález podezøelı z aktivní tuberkulosy dıchacího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7;Ostatní tuberkulosa dıchacího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;Tuberkulosa neoznaèeného umístìní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10;Tuberkulosa mozkomíšních plen a centrálního nervstva;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-
11;Tuberkulosa støev, pobøišnice a uzlin okruí;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;1;1;-
12;Tuberkulosa kostí a kloubù, aktivní nebo blíe neurèená;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;2
13;Pozdní následky tuberkulosy kostí a kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
14;Tuberkulosa kùe a podkoního vaziva;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15;Tuberkulosa soustavy mízní;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-
16;Tuberkulosa ústrojí moèového a pohlavního;9;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;2;1;1;1;-;-
17;Tuberkulosa nadledvinek;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-
18;Tuberkulosa jinıch orgánù;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
19;Tuberkulosa nìkolika orgánù;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-
20;Pøíjice vrozená;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-
21;Pøíjice získaná;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;2;1;-;-;-
22;Vıdu srdeènice;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;4;1;2;3;1;-
23;Ostatní druhy pøíjice soustavy cevní;24;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;1;7;6;2;1;-
24;Úbytì míchy;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;2;2;-;-
25;Progresivní paralysa;22;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;4;6;3;4;-;-
26;Ostatní druhy pøíjice centrálního nervstva;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-
27;Jiné druhy pozdní pøíjice;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-
28;Latentní pøíjice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29;Pøíjice blíe neurèená;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-
30;Kapavka akutní nebo blíe neurèená;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31;Chronická gonokokové onemocnìní ústrojí moèového a pohlavního;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
32;Gonokokové onemocnìní kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
33;Gonokokové onemocnìní oèní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
34;Gonokokové onemocnìní jinıch orgánù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
35;Pozdní následky gonokokové onemocnìní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
