1987	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1976)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Vnější příčiny poranění a otrav	4668	52	25	6	8	17	62	64	213	278	240	304	339	358	307	258	300	337	254	294	441	305	206
																								
D1	Úrazy na železnicích	142	-	-	-	1	-	3	1	22	17	13	11	12	8	10	8	10	5	3	5	9	-	4
E800	Srážka se železničními vozidly	2	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-
E801	Náraz na jiný předmět	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez předchozí srážky nebo nárazu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheň nebo popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	4	-	-	-	-	-	-	-	1	-	1	-	-	1	1	-	-	-	-	-	-	-	-
E805	Zasažení železničním vozidlem	128	-	-	-	1	-	3	1	19	15	12	9	12	7	7	8	9	5	3	4	9	-	4
E806	Jiný blíže popsaný úraz  na železnici	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E807	Železniční úraz NS	8	-	-	-	-	-	-	-	2	2	-	1	-	-	1	-	1	-	-	1	-	-	-
																								
D2	Provozní úrazy motorovými vozidly	682	2	-	1	1	7	13	13	59	68	45	49	56	59	36	41	42	44	35	29	41	30	11
E810	Srážka motorového vozidla s vlakem	11	-	-	-	-	-	1	2	-	1	-	2	-	-	1	2	2	-	-	-	-	-	-
