1964	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1955)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy a otravy podle vnější příčiny	5108	81	22	23	22	25	113	89	339	482	320	311	338	364	221	420	440	368	306	254	222	200	148
																								
D1	Úrazy na železnicích	195	-	-	1	1	-	3	1	13	30	13	14	16	16	10	27	23	10	7	2	2	5	1
E800	Úraz na železnicích postihující železniční zaměstnance	73	-	-	-	-	-	-	-	2	10	5	4	7	9	5	11	13	5	1	-	-	1	-
E801	Úraz na železnicích postihující cestující	6	-	-	-	-	-	-	-	1	1	-	-	1	1	-	-	-	1	-	-	-	1	-
E802	Úraz na železnicích postihující jiné osoby	116	-	-	1	1	-	3	1	10	19	8	10	8	6	5	16	10	4	6	2	2	3	1
																								
D2	Dopravní úrazy motorovými vozidly	1072	2	2	3	2	7	38	20	122	178	99	75	67	64	41	85	64	51	56	33	29	21	13
E810	Dopravní úraz   při srážce s vlakem	12	-	-	-	-	-	-	-	-	4	1	-	3	2	-	1	-	-	-	-	1	-	-
E811	Dopravní úraz   při srážce s pouliční drahou	2	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E812	Dopravní úraz   způsobený chodcům	328	-	-	3	2	4	34	13	16	25	8	11	11	13	15	28	30	21	32	21	18	14	9
E813	Dopravní úraz   způsobený cyklistům	21	-	-	-	-	-	1	2	1	1	-	-	-	1	1	2	4	5	-	2	1	-	-
E814	Dopravní úraz  motocyklem při srážce s vozidlem nemotorovým a jinými předměty	27	-	-	-	-	-	-	-	4	9	6	3	-	2	-	1	-	-	2	-	-	-	-
E815	Dopravní úraz motocyklem při srážce s motorovým vozidlem 	95	-	-	-	-	-	-	2	13	22	14	11	5	3	1	10	8	3	1	2	-	-	-
E816	Dopravní úraz při srážce  motorových vozidel 	22	-	-	-	-	-	-	-	-	3	2	1	1	3	4	6	1	1	-	-	-	-	-
E817	Dopravní úraz  posádky motorového vozidla při srážce s chodcem, cyklistou	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
E818	Dopravní úraz   při srážce se zvířaty nebo vozy taženými zvířaty	3	-	-	-	-	-	-	-	2	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E819	Dopravní úraz   při srážce s předměty pevnými nebo blíže neurčenými	41	-	-	-	-	-	-	-	8	11	9	2	1	3	2	2	1	-	1	1	-	-	-
E820	Dopravní úraz  při nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Dopravní úraz  řidiče motocyklu, nejde-li o srážku	251	-	-	-	-	-	-	-	53	60	36	24	20	14	6	13	8	6	7	1	1	1	1
E822	Dopravní úraz   při převrhnutí na silnici	17	1	-	-	-	-	-	-	2	2	3	4	1	1	1	1	-	1	-	-	-	-	-
E823	Dopravní úraz   při vybočení ze silnice	18	-	-	-	-	-	1	-	4	3	3	1	2	1	1	1	-	1	-	-	-	-	-
E824	Jiný dopravní úraz   bez srážky	47	-	1	-	-	2	1	2	6	3	2	6	4	6	2	5	2	1	2	1	-	1	-
E825	Dopravní úraz   neurčené povahy	187	1	1	-	-	1	1	1	12	34	14	12	19	14	8	15	10	12	11	5	8	5	3
																								
D3	Nedopravní úrazy motorovými vozidly 	125	-	-	1	-	2	6	3	18	15	9	12	14	10	5	6	9	11	2	1	-	1	-
E830	Nedopravní úraz   způsobený chodcům	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Nedopravní úraz   způsobený cyklistům	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Nedopravní úraz   způsobený posádce motocyklu	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Nedopravní úraz, jde-li o několik motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz    při nastupování a vystupování	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E835	Nedopravní úraz    jiné nebo neurčené povahy	7	-	-	-	-	-	-	-	1	2	-	2	-	-	1	-	1	-	-	-	-	-	-
E836	Úraz způsobený traktorem	116	-	-	1	-	2	6	3	17	12	9	10	14	10	4	6	7	11	2	1	-	1	-
																								
D4	Úrazy jinými silničními vozidly	65	-	-	-	-	-	1	3	4	2	3	3	1	4	1	2	14	10	7	4	1	3	2
E840	Úraz způsobený chodcům vozy pouliční dopravy	12	-	-	-	-	-	1	-	1	-	1	1	-	1	-	-	2	2	-	1	1	1	-
E841	Jiný úraz pouliční drahou , mimo srážku s motorovým vozidlem 	9	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	4	1	-	1	-	1	1
E842	Úraz způsobený chodcům cyklisty	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	1	1
E843	Úraz způsobený cyklistům, vyjma srážku  s motorovým  vozidlem 	17	-	-	-	-	-	-	-	2	2	1	-	-	1	1	-	4	2	4	-	-	-	-
E844	Úraz chodců nemotorovými silničními vozidly 	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E845	Jiný úraz nemotorovými silničními vozidly 	22	-	-	-	-	-	-	2	1	-	1	2	1	2	-	2	3	5	2	1	-	-	-
																								
D5	Úrazy při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
