1982	Zemøelí muži podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1976)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Vnìjší pøíèiny poranìní a otrav	5045	108	15	15	19	18	82	57	194	266	343	387	363	267	273	343	356	286	307	436	411	298	201
																								
D1	Úrazy na železnicích	115	-	1	1	-	-	-	-	9	9	14	20	15	5	5	9	5	6	5	5	2	2	2
E800	Srážka se železnièními vozidly	5	-	-	-	-	-	-	-	-	-	1	1	1	-	-	1	-	1	-	-	-	-	-
E801	Náraz na jiný pøedmìt	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E802	Vykolejení bez pøedchozí srážky nebo nárazu	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E803	Výbuch, oheò nebo popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	3	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	1	-	-	-	-
E805	Zasažení železnièním vozidlem	92	-	1	1	-	-	-	-	8	8	9	14	14	5	4	7	5	3	2	5	2	2	2
E806	Jiný blíže popsaný úraz  na železnici	5	-	-	-	-	-	-	-	-	-	1	2	-	-	-	1	-	-	1	-	-	-	-
E807	Železnièní úraz NS	8	-	-	-	-	-	-	-	-	1	3	2	-	-	-	-	-	1	1	-	-	-	-
																								
D2	Provozní úrazy motorovými vozidly	779	-	-	4	7	7	28	16	58	63	76	66	61	41	47	48	54	43	48	52	37	14	9
E810	Srážka motorového vozidla s vlakem	9	-	-	-	-	-	-	-	-	2	1	1	-	1	1	1	1	-	1	-	-	-	-
E811	Srážka motorového vozidla s jiným motorovým vozidlem pøi návratu do jízdní dráhy	3	-	-	-	-	-	-	-	-	-	1	-	1	1	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	84	-	-	-	1	-	-	-	6	6	10	9	15	6	3	9	5	8	2	3	1	-	-
E813	Srážka motorového vozidla s jiným vozidlem	27	-	-	-	-	-	1	2	-	1	-	2	1	-	2	1	2	1	7	1	5	1	-
E814	Srážka motorového vozidla s chodcem	209	-	-	4	3	6	17	8	3	10	9	7	14	3	13	10	10	14	17	30	17	9	5
E815	Jiný náraz motorového vozidla na pøedmìt na silnici	30	-	-	-	-	-	-	-	1	5	3	4	2	5	4	1	4	1	-	-	-	-	-
E816	Ztráta vlády nad motorovým vozidlem na silnici, beze srážky	78	-	-	-	-	-	-	-	12	7	13	12	10	7	3	4	3	2	1	1	2	-	1
E817	Úraz pøi nastupování nebo vystupování, bez srážky	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E818	Jiný provozní úraz motorovým vozidlem bez srážky	4	-	-	-	-	-	1	-	1	-	1	-	-	-	-	-	1	-	-	-	-	-	-
E819	Jiný provozní úraz motorovým vozidlem, bez srážky	335	-	-	-	3	1	9	6	35	32	38	31	18	18	21	22	28	17	20	17	12	4	3
																								
D3	Neprovozní úrazy motorovými vozidly	10	-	-	-	-	1	-	-	1	1	1	2	1	-	-	1	1	1	-	-	-	-	-
E820	Neprovozní úraz motorovým vozidlem pro jizdu na snìhu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Neprovozní úraz jiným mimosilnièním motorovým vozidlem 	3	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	1	-	-	-	-	-
E822	Neprovozní úraz jiným motorovým vozidlem pøi srážce s pohybujícím se pøedmìtem	2	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E823	Neprovozní úraz  jiným motorovým vozidlem pøi nárazu na nepohybující se pøedmìt	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
E824	Neprovozní úraz jiným motorovým vozidlem pøi nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E825	Neprovozní úraz jiné nebo NS povahy jiným  motorovým vozidlem	4	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	-	-	-	-	-
																								
D4	Úrazy jinými silnièními vozidly	41	-	-	-	-	-	1	2	4	3	1	2	7	1	3	3	5	3	2	2	1	1	-
E826	Úraz zpùsobený jizdním kolem	29	-	-	-	-	-	1	2	4	2	1	-	2	1	2	3	4	2	2	2	-	1	-
E827	Úraz zpùsobený vozidlem taženým zvíøaty	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E828	Úraz zpùsobený zvíøetem nesousím èlovìka	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E829	Úrazy zpùsobené jinými silnièními vozidly	10	-	-	-	-	-	-	-	-	1	-	1	5	-	1	-	-	1	-	-	1	-	-
																								
D5	Úrazy pøi vodní dopravì	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E830	Nehoda plavidla (srážka, ztroskotání, pøevržení) mající za následek potopení osoby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Jiný úraz pøi  nehodì plavidla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Jiné náhodné potopení nebo (u)tonutí pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Pád na schodech nebo žebøíku pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Jiný pád s jedné úrovnì na jinou pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Jiný nebo NS pád pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz u stroje pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E837	Výbuch, oheò nebo popálení na plavidle	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E838	Jiný nebo NS úraz pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D6	Úrazy pøi dopravì vzduchem a mimovzdušným prostorem	5	-	-	-	-	-	-	-	-	-	1	2	-	1	-	1	-	-	-	-	-	-	-
E840	Nehoda motorového letadla pøi stratu nebo pøistávání	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E841	Jiná nebo NS nehoda motorového letadla	2	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-
E842	Nehoda letadla bez motoru	3	-	-	-	-	-	-	-	-	-	1	1	-	-	-	1	-	-	-	-	-	-	-
E843	Pád v letadle nebo z letadla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E844	Jiný blíže psaný úraz pøi dopravì vzduchem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E845	Nehoda kosmické lodi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D7	Úrazy zpùsobené vozidly a nezaøaditelné jinam	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E846	Úrazy zpùsobené vozidly s motorovým pohonem, používanými jen v budovách a na pozemcích výrobního nebo obchodního závodu 	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E847	Úrazy zpùsobené lanovými vozy, nejedoucimi po kolejích 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E848	Úrazy zpùsobené jinými vozidly, nezaøaditelné jinam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Náhodné otravy léky, chemickými látkami používanými v lékaøství a biologickými látkami	9	-	1	2	-	-	-	-	-	-	-	-	1	-	1	1	1	-	-	-	1	-	1
E850	Analgetika, antipyretika a antirevmatika	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E851	Barbituráty	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
E852	Jiná sedativa a hypnotika	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E853	Trankvilizéry	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E854	Jiná psychofarmaka	2	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E855	Jiné látky pùsobící na centrální a  (nebo) autonomní nervovou soustavu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E856	Antibiotika	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
E857	Jiné prostøedky proti infekcím	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E858	Jiné léky, chemické a biologické látky	5	-	-	1	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	1	-	1
																								
	Náhodné otravy jinými pevnými a tekutými látkami, plyny a parami	242	-	2	-	-	-	1	2	8	7	19	17	31	9	17	19	15	16	18	17	20	13	11
E860	Alkohol, nezaøazený jinde	54	-	-	-	-	-	-	-	1	-	3	6	15	6	5	9	1	4	2	1	1	-	-
E861	Èisticí, lešticí a dezinfekèní prostøedky, barvy a laky	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
E862	Výrobky z ropy, jiná rozpustidla jejich páry, nezaøazené jinde	8	-	1	-	-	-	-	-	2	-	1	1	-	-	-	1	-	-	-	-	2	-	-
E863	Chemické a farmaceutické pøípravky pro zemìdìlství a zahradnictví mimo pøípravky pro výživu rostlin a umìlá hnojiva	3	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	1	-	-	-
E864	Žíravé a leptavé látky, nezaøazené jinde	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E865	Potraviny a jedovaté rostliny	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E866	Jiné a NS pevné a tekuté látky	3	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	1	-	-	-	-
E867	Plyn rozvádìný potrubím	107	-	-	-	-	-	1	2	2	6	6	7	6	2	8	2	9	6	9	12	12	11	6
E868	Jiný užitkový plyn nebo jiný kyslièník uhelnatý	59	-	1	-	-	-	-	-	3	1	7	1	9	1	2	7	4	4	4	3	5	2	5
E869	Jiné plyny a páry	6	-	-	-	-	-	-	-	-	-	1	-	-	-	2	-	1	1	1	-	-	-	-
																								
	Nehody, které postihly pacienty pøi lékaøské péèi	4	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	2	-	-	-
E870	Náhodné øíznutí, píchnutí, perforace nebo krvácení pøi lékaøské péèi	2	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-
E871	Cizí pøedmìt ponechaný v tìle pøi výkonu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E872	Selhání sterilizaèních opatøení pøi výkonu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E873	Chyba v dávkování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E874	Mechanické selhání nástroje nebo pøístroje pøi výkonu	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
E875	Kontaminovaná nebo infikovaná krev, jiná tekutina, lék nebo biologická látka	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E876	Jiné a NS nehody pøi lékaøské péèi	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-
																								
	Lékaøské výkony  jako pøíèiny abnormální reakce pacienta nebo pozdìjší komlikace, bez nehody pøi výkonu	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E878	Chirurgická operace nebo jiný chirurgický výkon, bez nehody pøi výkonu, jako pøíèina abnormální reakce pacienta nebo pozdìjší komlikace	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E879	Jiný výkon, bez nehody pøi výkonu, jako pøíèina abnormální reakce pacienta nebo pozdìjší komlikace	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
	Náhodné pády	1010	4	4	1	2	-	2	6	13	24	14	35	22	22	22	40	62	59	73	141	182	160	122
E880	Pád na schodech nebo se schodù nebo stupòù	34	1	-	-	-	-	-	-	-	1	-	2	-	1	-	5	6	5	1	4	4	3	1
E881	Pád na žebøíku nebo se žebøíku nebo lešení	21	-	-	-	-	-	-	-	-	-	-	2	1	-	1	1	3	2	3	2	4	-	2
E882	Pád z budovy nebo jiné stavby	62	-	2	1	2	-	1	-	4	9	4	7	6	4	5	2	5	1	4	2	2	1	-
E883	Pád do jámy nebo jiného otvoru v pùdì	4	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	1	1	-	-	-	-	-
E884	Jiný pád z jedné úrovnì na jinou	102	3	2	-	-	-	1	4	-	4	3	10	4	6	4	2	6	8	7	19	5	8	6
E885	Pád na rovinì následkem uklouznutí, zakopnutí nebo klopýtnutí	577	-	-	-	-	-	-	-	-	1	-	3	2	1	6	10	19	29	41	89	143	133	100
E886	Pád na rovinì následkem srážky s jinou osobou, strèení  jinou osobou apod.	3	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
E887	Zlomenina z neudané pøíèiny	89	-	-	-	-	-	-	-	6	3	3	4	4	7	4	8	9	6	6	9	5	7	8
E888	Pád, jiný nebo NS	118	-	-	-	-	-	-	1	3	5	4	6	5	3	2	12	13	7	11	15	19	8	4
																								
	Úrazy zpùsobené ohnìm	74	-	1	2	-	-	2	1	3	3	2	3	5	3	7	1	5	5	3	5	8	11	4
E890	Požár v obytném domì	5	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	2	1	-	-	-	-	-
E891	Požár v jiné nebo NS budovì nebo stavbì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E892	Požár mimo budovy a stavby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E893	Úraz zpùsobený vznícením odìvu	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1
E894	Vznícení vysoce vznìtlivých hmot	3	-	-	-	-	-	-	-	-	1	-	-	1	-	1	-	-	-	-	-	-	-	-
E895	Úraz zpùsobený kontrolovaným ohnìm v obytném domì	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
E896	Úraz zpùsobený kontrolovaným ohnìm v jiné nebo NS budovì nebo stavbì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E897	Úraz zpùsobený kontrolovaným ohnìm mimo budovy a stavby	2	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-
E898	Úraz zpùsobený jiným blíže popsaným ohnìm 	4	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	1	1	-	-
E899	Úraz zpùsobený NS ohnìm 	57	-	1	2	-	-	1	1	3	1	1	2	4	3	5	1	3	4	2	3	6	11	3
																								
	Úrazy zpùsobené pøírodními vlivy nebo vlivy životního prostøedí	78	-	-	-	-	-	-	2	4	1	1	5	5	5	4	4	6	11	5	9	9	5	2
E900	Nadmìrné horko	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E901	Nadmìrný chlad	66	-	-	-	-	-	-	-	4	1	1	4	4	4	4	1	5	10	5	8	8	5	2
E902	Vysoký nebo nízký tlak vzduchu a jeho zmìny	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E903	Cestovaní a pohyb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E904	Hlad, žízeò, jiné strádání, nedostatek péèe	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
