2006;Zemøelé eny podle podrobného seznamu pøíèin smrti a vìku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1993);Název;Celkem;0;1;2;3;4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85+
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMØELİCH EN;51 735;138;12;14;3;5;20;18;59;96;105;176;242;431;672;1 267;2 170;2 838;3 231;5 054;8 732;12 159;14 293
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
I;Nìkteré infekèní a parazitární nemoci;225;-;-;-;-;-;-;-;-;-;3;-;1;4;3;7;11;11;15;27;34;59;50
A02;Jiné infekce zpùsobené salmonelami;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1
A03;Shigellosis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A04;Jiné bakteriální støevní infekce;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-
A05;"Jiné bakteriální otravy (intoxikace) ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A06;Amoebiasis - amébóza;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A08;Virové a jiné specifikované støevní infekce;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
A09;Prùjem-diarrhoea a gastroenteritida pøedpokládaného infekèního pùvodu;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-
A15;"TBC dıchacího ústrojí bakteriologicky
a histologicky ovìøená ";16;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;1;1;2;1;6;1
A16;"TBC dıchacího ústrojí bakteriologicky 
a histologicky neovìøená ";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1
A17;Tuberkulóza nervové soustavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A18;TBC jinıch orgánù;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-
A19;Miliární tuberkulóza;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
A20;Mor-pestis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A21;Tularémie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A23;Brucellosis - vlnivá horeèka;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A24;"Malleus - vozhøivka a pseudomalleus 
- meliodosis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A26;Erysipeloid;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A27;Leptospiróza;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A31;Nemoci zpùsobené jinımi mykobakteriemi;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
A32;Listerióza - listeriosis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A33;Tetanus novorozencù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A35;Tetanus jinı;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A39;Meningokokové infekce;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-
A40;Streptokoková septikémie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A41;Jiná septikémie;162;-;-;-;-;-;-;-;-;-;2;-;-;1;2;5;7;7;7;23;26;42;40
A42;Aktinomykóza - actinomycosis;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-
A46;Rùe - erysipelas;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1
A48;Jiné bakteriální nemoci jinde nezaøazené;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-
A49;Bakteriální infekce neurèené lokalizace;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;4
A50;Vrozená syfilis - pøíjice - lues;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A51;Èasná syfilis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A52;Pozdní syfilis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A54;Gonokoková infekce;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A55;"Lymphogranuloma venereum ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A68;Návratná horeèka - typhus recurrens;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A69;Jiné spirochétové infekce;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A70;Infekce pùvodce: Chlamydia psittaci;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A79;Jiné rickettsiózy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A80;"Akutní poliomyelitida - akutní dìtská obrna ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A81;Pomalé virové infekce centrální nervové soustavy;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
A83;Virová encefalitida pøenášená komáry;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A84;Virová encefalitida pøenášená klíšaty;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
A85;"Jiná virová encefalitida jinde nezaøazená ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
A86;Neurèená virová encefalitida;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
A87;Virová meningitida;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-
A88;"Jiné virové infekce centrální nervové 
soustavy, jinde nezaøazené";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
