1962;Zemøelí mui podle podrobného seznamu pøíèin smrti a vìku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1955);Název;Celkem;0;1;2;3;4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85+
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMØELİCH MUÙ;54 858;1 629;134;79;51;52;280;198;474;526;473;581;806;895;1 469;3 335;5 211;7 084;7 395;7 582;7 426;5 410;3 768
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
I;Nemoci infekèní a parasitární;1 783;15;12;7;2;3;8;3;7;5;9;26;33;47;76;153;223;338;285;248;179;71;33
1;Tuberkulosa ústrojí dıchacího (z povolání);123;-;-;-;-;-;-;-;-;-;-;-;4;2;5;16;21;26;25;12;9;2;1
2;Tuberkulosa plic;1 269;-;-;-;-;-;-;-;2;2;7;19;25;35;54;103;162;245;208;200;126;56;25
3;Tuberkuloda pohrudnice;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;1;1;-
4;Primární tuberkulosní komplex;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5;Tuberkulosa prùdušnicovıch a prùduškovıch uzlin;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-
6;Roentgenologickı nález podezøelı z aktivní tuberkulosy dıchacího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7;Ostatní tuberkulosa dıchacího ústrojí;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
8;Tuberkulosa neoznaèeného umístìní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10;Tuberkulosa mozkomíšních plen a centrálního nervstva;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;1;-
11;Tuberkulosa støev, pobøišnice a uzlin okruí;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-
12;Tuberkulosa kostí a kloubù, aktivní nebo blíe neurèená;26;-;-;-;-;-;-;-;-;1;2;1;1;1;-;1;4;2;2;5;3;1;2
13;Pozdní následky tuberkulosy kostí a kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
14;Tuberkulosa kùe a podkoního vaziva;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
15;Tuberkulosa soustavy mízní;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;1;-;-
16;Tuberkulosa ústrojí moèového a pohlavního;11;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;3;1;-;2;-
17;Tuberkulosa nadledvinek;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-
18;Tuberkulosa jinıch orgánù;6;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;-;1;-
19;Tuberkulosa nìkolika orgánù;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
20;Pøíjice vrozená;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
21;Pøíjice získaná;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;1;1;3;-;-
22;Vıdu srdeènice;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;6;6;2;5;-;-
23;Ostatní druhy pøíjice soustavy cevní;58;-;-;-;-;-;-;-;-;-;-;-;-;-;2;8;6;13;8;9;8;2;2
24;Úbytì míchy;20;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;7;4;3;3;2;-
