1959;Zemøelí mui podle podrobného seznamu pøíèin smrti a vìku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1955);Název;Celkem;0;1;2;3;4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85+;Nezjiš- tìno;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMØELİCH MUÙ;51 109;1 583;175;86;65;57;456;948;1 128;1 532;5 141;11 209;13 637;11 705;3 387;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
I;Nemoci infekèní a parasitární;2 249;32;19;15;3;5;24;15;70;112;351;664;598;309;32;-;"";"";"";"";"";"";""
1;Tuberkulosa ústrojí dıchacího (z povolání);113;-;-;-;-;-;-;-;1;1;17;49;35;10;-;-;"";"";"";"";"";"";""
2;Tuberkulosa plic;1 644;-;-;1;-;-;1;7;50;96;260;500;458;245;26;-;"";"";"";"";"";"";""
3;Tuberkuloda pohrudnice;17;-;-;-;-;-;-;-;-;1;1;4;6;3;2;-;"";"";"";"";"";"";""
4;Primární tuberkulosní komplex;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
5;Tuberkulosa prùdušnicovıch a prùduškovıch uzlin;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;"";"";"";"";"";"";""
6;Roentgenologickı nález podezøelı z aktivní tuberkulosy dıchacího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
7;Ostatní tuberkulosa dıchacího ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
8;Tuberkulosa neoznaèeného umístìní;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
10;Tuberkulosa mozkomíšních plen a centrálního nervstva;6;-;-;-;-;-;-;-;-;1;2;1;-;2;-;-;"";"";"";"";"";"";""
11;Tuberkulosa støev, pobøišnice a uzlin okruí;7;-;-;-;-;-;-;-;1;-;4;2;-;-;-;-;"";"";"";"";"";"";""
12;Tuberkulosa kostí a kloubù, aktivní nebo blíe neurèená;23;-;-;-;-;-;-;-;2;1;4;1;8;7;-;-;"";"";"";"";"";"";""
13;Pozdní následky tuberkulosy kostí a kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
14;Tuberkulosa kùe a podkoního vaziva;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;"";"";"";"";"";"";""
15;Tuberkulosa soustavy mízní;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;"";"";"";"";"";"";""
16;Tuberkulosa ústrojí moèového a pohlavního;10;-;-;-;-;-;-;-;1;2;1;1;2;3;-;-;"";"";"";"";"";"";""
17;Tuberkulosa nadledvinek;3;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;"";"";"";"";"";"";""
18;Tuberkulosa jinıch orgánù;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;"";"";"";"";"";"";""
19;Tuberkulosa nìkolika orgánù;5;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;"";"";"";"";"";"";""
20;Pøíjice vrozená;3;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
21;Pøíjice získaná;10;-;-;-;-;-;-;-;-;1;1;5;1;2;-;-;"";"";"";"";"";"";""
22;Vıdu srdeènice;22;-;-;-;-;-;-;-;-;-;1;5;12;4;-;-;"";"";"";"";"";"";""
23;Ostatní druhy pøíjice soustavy cevní;70;-;-;-;-;-;-;-;1;1;12;35;17;2;2;-;"";"";"";"";"";"";""
24;Úbytì míchy;33;-;-;-;-;-;-;-;-;-;5;9;10;9;-;-;"";"";"";"";"";"";""
25;Progresivní paralysa;30;-;-;-;-;-;-;-;-;-;6;9;12;3;-;-;"";"";"";"";"";"";""
26;Ostatní druhy pøíjice centrálního nervstva;10;-;-;-;-;-;-;-;-;-;1;3;4;2;-;-;"";"";"";"";"";"";""
27;Jiné druhy pozdní pøíjice;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
28;Latentní pøíjice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
29;Pøíjice blíe neurèená;3;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;"";"";"";"";"";"";""
30;Kapavka akutní nebo blíe neurèená;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
31;Chronická gonokokové onemocnìní ústrojí moèového a pohlavního;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
