1992	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1976)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Vnější příčiny poranění a otrav	5353	55	9	10	8	5	37	67	306	343	293	299	442	510	482	340	317	331	317	238	315	349	280
																								
D1	Úrazy na železnicích	109	-	-	-	-	-	2	-	14	10	14	8	5	9	9	9	3	4	5	6	3	4	4
E800	Srážka se železničními vozidly	4	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	1	-	-	-	1
E801	Náraz na jiný předmět	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez předchozí srážky nebo nárazu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheň nebo popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	2	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-
E805	Zasažení železničním vozidlem	93	-	-	-	-	-	2	-	13	10	11	4	5	9	8	7	3	4	4	5	3	2	3
E806	Jiný blíže popsaný úraz  na železnici	3	-	-	-	-	-	-	-	1	-	-	1	-	-	-	1	-	-	-	-	-	-	-
E807	Železniční úraz NS	7	-	-	-	-	-	-	-	-	-	1	2	-	-	1	-	-	-	-	1	-	2	-
																								
D2	Provozní úrazy motorovými vozidly	1121	2	2	3	2	2	15	23	131	143	94	90	98	106	104	56	55	43	45	30	36	29	12
E810	Srážka motorového vozidla s vlakem	8	-	-	-	-	-	-	1	1	-	-	-	1	1	1	2	1	-	-	-	-	-	-
E811	Srážka motorového vozidla s jiným motorovým vozidlem při návratu do jízdní dráhy	5	-	-	-	-	-	-	-	1	-	-	-	1	2	-	-	-	1	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	80	1	-	-	-	-	1	1	8	16	6	11	6	4	7	5	4	3	4	1	2	-	-
E813	Srážka motorového vozidla s jiným vozidlem	77	-	-	-	-	-	-	5	7	11	6	3	5	8	5	4	2	2	5	5	7	2	-
E814	Srážka motorového vozidla s chodcem	206	1	-	-	-	1	9	6	12	9	8	7	15	16	22	16	15	13	11	13	14	13	5
E815	Jiný náraz motorového vozidla na předmět na silnici	53	-	-	-	-	-	1	2	13	9	10	3	6	3	2	2	1	1	-	-	-	-	-
E816	Ztráta vlády nad motorovým vozidlem na silnici, beze srážky	61	-	-	-	-	-	1	-	9	14	8	4	10	6	4	-	2	2	-	-	-	-	1
E817	Úraz při nastupování nebo vystupování, bez srážky	3	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	1	-	-	-	-	-	-
E818	Jiný provozní úraz motorovým vozidlem bez srážky	6	-	-	-	-	-	-	-	1	2	1	-	-	1	1	-	-	-	-	-	-	-	-
E819	Jiný provozní úraz motorovým vozidlem, bez srážky	622	-	2	3	2	1	3	8	79	82	54	62	54	65	61	27	29	21	25	11	13	14	6
																								
D3	Neprovozní úrazy motorovými vozidly	3	-	-	-	-	-	-	1	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-
E820	Neprovozní úraz motorovým vozidlem pro jizdu na sněhu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Neprovozní úraz jiným mimosilničním motorovým vozidlem 	3	-	-	-	-	-	-	1	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-
E822	Neprovozní úraz jiným motorovým vozidlem při srážce s pohybujícím se předmětem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E823	Neprovozní úraz  jiným motorovým vozidlem při nárazu na nepohybující se předmět	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E824	Neprovozní úraz jiným motorovým vozidlem při nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E825	Neprovozní úraz jiné nebo NS povahy jiným  motorovým vozidlem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
																								
D4	Úrazy jinými silničními vozidly	55	-	-	-	-	-	-	2	5	8	-	4	3	4	2	5	6	6	2	5	1	2	-
E826	Úraz způsobený jizdním kolem	47	-	-	-	-	-	-	2	4	6	-	4	3	4	1	5	6	6	1	3	1	1	-
E827	Úraz způsobený vozidlem taženým zvířaty	3	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	1	-	-	-
E828	Úraz způsobený zvířetem nesousím člověka	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E829	Úrazy způsobené jinými silničními vozidly	5	-	-	-	-	-	-	-	1	1	-	-	-	-	1	-	-	-	-	1	-	1	-
																								
D5	Úrazy při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E830	Nehoda plavidla (srážka, ztroskotání, převržení) mající za následek potopení osoby	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Jiný úraz při  nehodě plavidla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Jiné náhodné potopení nebo (u)tonutí při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Pád na schodech nebo žebříku při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Jiný pád s jedné úrovně na jinou při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Jiný nebo NS pád při vodní dopravě	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
