1972;Zemřelé ženy podle podrobného seznamu příčin smrti a věku;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
MKN (1966);Název;Celkem;0;1;2;3;4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85+
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";CELKEM ZEMŘELÝCH ŽEN;56 839;1 346;71;32;29;29;109;85;185;204;213;214;340;652;1 229;1 472;2 197;4 647;6 695;9 579;10 692;9 114;7 705
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
I;Nemoci infekční a parazitární;382;14;4;-;1;-;2;2;1;1;4;1;1;5;12;16;18;27;49;69;74;54;27
0;Cholera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;Břišní tyfus;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-
2;Paratyfus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3;Jiné infekce způsobené salmonelami;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-
4;Bacilární úplavice;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
5;Alimentární intoxikace;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
6;Úplavice amébová;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7;Jiná střevní onemocnění protozoární;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;Střevní zánět způsobený jiným určeným mikroorganismem;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
9;Průjmová onemocnění;24;6;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;5;3;3;1
10;Koniotuberkulóza;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-
11;Tuberkulóza plic;167;1;-;-;-;-;-;1;-;-;-;-;-;2;5;8;9;10;21;30;38;33;9
12;Jiná tuberkulóza dýchacího ústrojí;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;3;1
13;Tuberkulóza mozkomíšních plen a centrální nervové soustavy;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;1;2;-;-
14;Tuberkulóza střev, pobřišnice a uzlin okruží;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-
15;Tuberkulóza kostí a kloubů;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;2;1
16;Tuberkulóza ústrojí močového a pohlavního;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-
17;Tuberkulóza jiných orgánů;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
18;Diseminovaná tuberkulóza několika orgánových soustav;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-
19;Pozdní následky tuberkulózy;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
