1964	Zemøelé ženy podle podrobného seznamu pøíèin smrti a vìku - úrazy a otravy podle vnìjší pøíèiny																							
MKN (1955)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy a otravy podle vnìjší pøíèiny	2664	72	22	19	12	17	45	36	88	73	41	61	77	105	64	140	164	163	213	231	374	337	310
																								
D1	Úrazy na železnicích	52	-	-	-	1	-	1	-	6	1	1	2	5	4	3	5	6	2	4	4	4	2	1
E800	Úraz na železnicích postihující železnièní zamìstnance	13	-	-	-	-	-	-	-	2	1	-	1	3	1	2	2	1	-	-	-	-	-	-
E801	Úraz na železnicích postihující cestující	5	-	-	-	-	-	1	-	2	-	-	-	1	-	-	-	1	-	-	-	-	-	-
E802	Úraz na železnicích postihující jiné osoby	34	-	-	-	1	-	-	-	2	-	1	1	1	3	1	3	4	2	4	4	4	2	1
																								
D2	Dopravní úrazy motorovými vozidly	318	1	2	4	2	10	20	14	18	9	6	15	8	19	10	19	22	25	31	33	28	17	5
E810	Dopravní úraz   pøi srážce s vlakem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E811	Dopravní úraz   pøi srážce s poulièní drahou	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E812	Dopravní úraz   zpùsobený chodcùm	189	-	2	4	1	8	15	9	8	1	-	2	3	4	2	9	12	20	24	29	19	13	4
E813	Dopravní úraz   zpùsobený cyklistùm	4	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	-	-	-	-	-	-
E814	Dopravní úraz  motocyklem pøi srážce s vozidlem nemotorovým a jinými pøedmìty	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E815	Dopravní úraz motocyklem pøi srážce s motorovým vozidlem 	9	-	-	-	-	-	-	-	-	1	2	-	-	4	1	1	-	-	-	-	-	-	-
E816	Dopravní úraz pøi srážce  motorových vozidel 	9	-	-	-	-	-	1	2	-	1	-	2	1	-	1	-	-	-	1	-	-	-	-
E817	Dopravní úraz  posádky motorového vozidla pøi srážce s chodcem, cyklistou	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-
E818	Dopravní úraz   pøi srážce se zvíøaty nebo vozy taženými zvíøaty	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E819	Dopravní úraz   pøi srážce s pøedmìty pevnými nebo blíže neurèenými	3	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E820	Dopravní úraz  pøi nastupování nebo vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E821	Dopravní úraz  øidièe motocyklu, nejde-li o srážku	23	-	-	-	-	-	-	1	4	2	1	6	2	1	2	1	1	1	-	-	1	-	-
E822	Dopravní úraz   pøi pøevrhnutí na silnici	2	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-
E823	Dopravní úraz   pøi vyboèení ze silnice	6	-	-	-	-	-	-	-	1	-	1	-	-	2	-	1	-	-	-	-	1	-	-
E824	Jiný dopravní úraz   bez srážky	19	-	-	-	-	2	2	1	1	1	-	3	-	2	1	1	1	-	1	1	1	1	-
E825	Dopravní úraz   neurèené povahy	52	1	-	-	1	-	2	1	1	3	2	2	-	5	2	3	7	4	5	3	6	3	1
																								
D3	Nedopravní úrazy motorovými vozidly 	20	-	1	1	-	1	3	1	3	-	-	1	1	-	1	3	1	2	-	1	-	-	-
E830	Nedopravní úraz   zpùsobený chodcùm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E831	Nedopravní úraz   zpùsobený cyklistùm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E832	Nedopravní úraz   zpùsobený posádce motocyklu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E833	Nedopravní úraz, jde-li o nìkolik motorových vozidel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E834	Nedopravní úraz    pøi nastupování a vystupování	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E835	Nedopravní úraz    jiné nebo neurèené povahy	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E836	Úraz zpùsobený traktorem	19	-	1	-	-	1	3	1	3	-	-	1	1	-	1	3	1	2	-	1	-	-	-
																								
D4	Úrazy jinými silnièními vozidly	37	-	-	-	-	-	-	1	-	1	1	-	-	2	-	5	4	5	10	2	4	1	1
E840	Úraz zpùsobený chodcùm vozy poulièní dopravy	11	-	-	-	-	-	-	-	-	-	1	-	-	-	-	2	1	1	2	-	2	1	1
E841	Jiný úraz poulièní drahou , mimo srážku s motorovým vozidlem 	9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	2	3	1	-	-	-
E842	Úraz zpùsobený chodcùm cyklisty	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	2	-	-
E843	Úraz zpùsobený cyklistùm, vyjma srážku  s motorovým  vozidlem 	7	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	3	-	1	1	-	-	-
E844	Úraz chodcù nemotorovými silnièními vozidly 	5	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	3	-	-	-	-
E845	Jiný úraz nemotorovými silnièními vozidly 	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-
																								
D5	Úrazy pøi vodní dopravì	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
