1970	Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny																							
MKN (1966)	Název	Celkem	0	1	2	3	4	5-9	10-14	15-19	20-24	25-29	30-34	35-39	40-44	45-49	50-54	55-59	60-64	65-69	70-74	75-79	80-84	85+
																								
VN	Úrazy, otravy a násilí (vnější příčina)	5983	55	26	20	28	23	85	100	400	610	445	340	367	393	445	271	468	469	445	339	309	208	137
																								
D1	Úrazy na železnicích	210	-	1	-	-	-	-	-	18	29	24	13	20	11	17	12	24	12	7	13	5	3	1
E800	Srážka se železničními vozidly v pohybu	10	-	-	-	-	-	-	-	-	1	3	1	-	-	2	1	2	-	-	-	-	-	-
E801	Náraz na nepohyblivý předmět	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E802	Vykolejení bez předchozí srážky 	2	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-
E803	Výbuch, oheň, popálení	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E804	Pád ve vlaku nebo z vlaku	4	-	-	-	-	-	-	-	1	1	-	-	-	-	-	1	-	1	-	-	-	-	-
E805	Zachycení železničním vozidlem v pohybu	184	-	1	-	-	-	-	-	14	24	21	12	19	10	14	10	20	11	7	13	5	2	1
E806	Jiný blíže popsaný úraz  na železnici	3	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-
E807	Úraz na železnici NS	7	-	-	-	-	-	-	-	3	1	-	-	-	-	1	-	1	-	-	-	-	1	-
																								
D2	Dopravní úrazy motorovými vozidly	1495	1	1	1	8	13	36	33	180	232	133	94	91	97	88	71	98	92	85	58	48	26	9
E810	Srážka motorového vozidla s vlakem	9	-	-	-	-	-	-	-	3	2	-	1	-	2	1	-	-	-	-	-	-	-	-
E811	Srážka motorového vozidla s vozem pouliční dráhy	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
E812	Jiná srážka motorového vozidla s jiným motorovým vozidel	194	-	-	1	-	-	-	2	34	29	20	17	15	20	12	10	7	14	4	5	1	1	2
E813	Srážka motorového vozidla s jiným vozidlem	60	-	-	-	-	-	3	3	2	4	1	2	-	-	2	9	5	6	6	7	9	1	-
E814	Srážka motorového vozidla s chodcem	392	1	-	-	7	11	29	16	21	21	10	14	17	22	25	24	29	37	39	29	21	14	5
E815	Náraz motorového vozidla na nepohyblivý předmět 	77	-	-	-	-	1	-	1	11	22	11	5	10	5	1	1	4	1	4	-	-	-	-
