2001,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
,CELKEM ZEMŘELÝCH ŽEN,53 983,148,13,11,8,7,32,44,95,130,152,153,258,485,923,1 553,2 033,2 324,3 794,6 706,10 846,8 425,15 843
,,,,,,,,,,,,,,,,,,,,,,,,
I,Některé infekční a parazitární nemoci,153,-,1,-,1,-,-,1,1,1,-,-,2,3,7,4,9,11,10,34,27,13,28
A02,Jiné infekce způsobené salmonelami,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,-,-,1
A03,Shigellosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A04,Jiné bakteriální střevní infekce,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-
A05,Jiné bakteriální otravy (intoxikace) ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06,Amoebiasis - amébóza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A08,Virové a jiné specifikované střevní infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A09,Průjem-diarrhoea a gastroenteritida předpokládaného infekčního původu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A15,"TBC dýchacího ústrojí bakteriologicky
a histologicky ověřená ",15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,2,6
A16,"TBC dýchacího ústrojí bakteriologicky 
a histologicky neověřená ",11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,3,3,-,1
A17,Tuberkulóza nervové soustavy,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
A18,TBC jiných orgánů,5,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,-,2
A19,Miliární tuberkulóza,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,-
