2005,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
,CELKEM ZEMŘELÝCH MUŽŮ,54 072,211,15,10,6,3,32,56,188,345,420,512,562,883,1 704,3 086,4 878,5 489,5 538,7 292,8 712,8 265,5 865
,,,,,,,,,,,,,,,,,,,,,,,,
I,Některé infekční a parazitární nemoci,194,1, -, -, -, -, -,2,1, -, -,2,1,7,8,18,23,28,17,22,31,22,11
A02,Jiné infekce způsobené salmonelami,3, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -,1, -, -,1, -, -
A03,Shigellosis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A04,Jiné bakteriální střevní infekce, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A05,Jiné bakteriální otravy (intoxikace) , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A06,Amoebiasis - amébóza, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A08,Virové a jiné specifikované střevní infekce, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A09,Průjem-diarrhoea a gastroenteritida předpokládaného infekčního původu, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A15,"TBC dýchacího ústrojí bakteriologicky
a histologicky ověřená ",35, -, -, -, -, -, -, -, -, -, -, -, -, -,1,5,5,9,3,3,3,4,2
A16,"TBC dýchacího ústrojí bakteriologicky 
a histologicky neověřená ",12, -, -, -, -, -, -, -, -, -, -, -, -, -,1,1, -,2, -,4,2,1,1
A17,Tuberkulóza nervové soustavy, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A18,TBC jiných orgánů, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A19,Miliární tuberkulóza,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,1, -
A20,Mor-pestis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A21,Tularémie, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A23,Brucellosis - vlnivá horečka, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A24,"Malleus - vozhřivka a pseudomalleus 
- meliodosis", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A26,Erysipeloid, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
