1990,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,Vnější příčiny poranění a otrav,5382,53,8,8,6,14,54,54,226,320,284,325,445,485,433,325,319,373,352,235,410,374,279
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,145,-,-,-,-,1,-,3,6,20,8,9,16,22,14,7,9,8,5,4,7,4,2
E800,Srážka se železničními vozidly,13,-,-,-,-,-,-,2,-,1,2,-,2,2,1,-,1,1,-,-,-,-,1
E801,Náraz na jiný předmět,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
E802,Vykolejení bez předchozí srážky nebo nárazu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E803,"Výbuch, oheň nebo popálení",1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
E804,Pád ve vlaku nebo z vlaku,4,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,1,-,-,-,-,-
E805,Zasažení železničním vozidlem,115,-,-,-,-,-,-,1,5,16,6,8,12,15,11,6,8,6,5,4,7,4,1
E806,Jiný blíže popsaný úraz  na železnici,5,-,-,-,-,-,-,-,-,2,-,-,1,2,-,-,-,-,-,-,-,-,-
E807,Železniční úraz NS,6,-,-,-,-,1,-,-,-,-,-,-,1,3,-,1,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Provozní úrazy motorovými vozidly,951,3,-,1,1,5,20,16,94,113,77,60,77,83,72,53,49,61,57,28,38,25,18
E810,Srážka motorového vozidla s vlakem,7,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,1,-,1,-,-,-,-
E811,Srážka motorového vozidla s jiným motorovým vozidlem při návratu do jízdní dráhy,6,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,2,1,-,-,-,-,-
E812,Jiná srážka motorového vozidla s jiným motorovým vozidel,76,-,-,-,-,1,-,-,8,8,7,5,7,10,7,5,5,2,5,1,4,1,-
E813,Srážka motorového vozidla s jiným vozidlem,52,-,-,-,-,-,1,6,3,4,1,4,4,2,4,3,2,4,3,2,7,1,1
E814,Srážka motorového vozidla s chodcem,170,1,-,-,-,3,10,4,9,6,11,6,12,15,13,10,9,13,15,6,12,10,5
E815,Jiný náraz motorového vozidla na předmět na silnici,27,-,-,-,-,-,-,1,1,8,5,5,2,3,2,-,-,-,-,-,-,-,-
E816,"Ztráta vlády nad motorovým vozidlem na silnici, beze srážky",46,-,-,-,-,-,-,1,7,7,9,2,4,4,3,3,-,5,-,-,-,1,-
E817,"Úraz při nastupování nebo vystupování, bez srážky",3,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-
E818,Jiný provozní úraz motorovým vozidlem bez srážky,12,-,-,-,-,-,-,-,2,2,3,-,1,-,-,-,1,2,1,-,-,-,-
E819,"Jiný provozní úraz motorovým vozidlem, bez srážky",552,2,-,1,1,1,9,4,62,75,39,38,47,47,43,30,29,34,32,19,15,12,12
,,,,,,,,,,,,,,,,,,,,,,,,
D3,Neprovozní úrazy motorovými vozidly,10,-,-,-,-,-,-,1,-,-,1,1,5,-,-,1,-,1,-,-,-,-,-
E820,Neprovozní úraz motorovým vozidlem pro jizdu na sněhu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E821,Neprovozní úraz jiným mimosilničním motorovým vozidlem ,4,-,-,-,-,-,-,1,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-
E822,Neprovozní úraz jiným motorovým vozidlem při srážce s pohybujícím se předmětem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E823,Neprovozní úraz  jiným motorovým vozidlem při nárazu na nepohybující se předmět,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-
E824,Neprovozní úraz jiným motorovým vozidlem při nastupování nebo vystupování,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E825,Neprovozní úraz jiné nebo NS povahy jiným  motorovým vozidlem,4,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,1,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D4,Úrazy jinými silničními vozidly,50,-,-,-,-,-,-,1,4,3,3,4,2,2,8,3,5,4,4,-,4,1,2
E826,Úraz způsobený jizdním kolem,37,-,-,-,-,-,-,1,4,3,2,1,2,1,8,1,3,3,3,-,3,1,1
E827,Úraz způsobený vozidlem taženým zvířaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E828,Úraz způsobený zvířetem nesousím člověka,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E829,Úrazy způsobené jinými silničními vozidly,12,-,-,-,-,-,-,-,-,-,1,3,-,1,-,1,2,1,1,-,1,-,1
,,,,,,,,,,,,,,,,,,,,,,,,
D5,Úrazy při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E830,"Nehoda plavidla (srážka, ztroskotání, převržení) mající za následek potopení osoby",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E831,Jiný úraz při  nehodě plavidla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E832,Jiné náhodné potopení nebo (u)tonutí při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E833,Pád na schodech nebo žebříku při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E834,Jiný pád s jedné úrovně na jinou při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E835,Jiný nebo NS pád při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E836,Úraz u stroje při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E837,"Výbuch, oheň nebo popálení na plavidle",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E838,Jiný nebo NS úraz při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D6,Úrazy při dopravě vzduchem a mimovzdušným prostorem,4,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,-,-,-,-,-,-
E840,Nehoda motorového letadla při stratu nebo přistávání,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E841,Jiná nebo NS nehoda motorového letadla,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-
