1964,Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1955),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,Úrazy a otravy podle vnější příčiny,2664,72,22,19,12,17,45,36,88,73,41,61,77,105,64,140,164,163,213,231,374,337,310
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,52,-,-,-,1,-,1,-,6,1,1,2,5,4,3,5,6,2,4,4,4,2,1
E800,Úraz na železnicích postihující železniční zaměstnance,13,-,-,-,-,-,-,-,2,1,-,1,3,1,2,2,1,-,-,-,-,-,-
E801,Úraz na železnicích postihující cestující,5,-,-,-,-,-,1,-,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-
E802,Úraz na železnicích postihující jiné osoby,34,-,-,-,1,-,-,-,2,-,1,1,1,3,1,3,4,2,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Dopravní úrazy motorovými vozidly,318,1,2,4,2,10,20,14,18,9,6,15,8,19,10,19,22,25,31,33,28,17,5
E810,Dopravní úraz   při srážce s vlakem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E811,Dopravní úraz   při srážce s pouliční drahou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E812,Dopravní úraz   způsobený chodcům,189,-,2,4,1,8,15,9,8,1,-,2,3,4,2,9,12,20,24,29,19,13,4
E813,Dopravní úraz   způsobený cyklistům,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-,-,-
E814,Dopravní úraz  motocyklem při srážce s vozidlem nemotorovým a jinými předměty,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
E815,Dopravní úraz motocyklem při srážce s motorovým vozidlem ,9,-,-,-,-,-,-,-,-,1,2,-,-,4,1,1,-,-,-,-,-,-,-
E816,Dopravní úraz při srážce  motorových vozidel ,9,-,-,-,-,-,1,2,-,1,-,2,1,-,1,-,-,-,1,-,-,-,-
