1980,Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,Vnější příčiny poranění a otrav,3641,77,26,10,13,14,42,27,54,52,70,72,62,66,81,104,137,92,262,417,685,677,601
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,38,-,1,-,-,-,-,-,-,2,-,-,2,1,4,1,3,2,8,4,6,3,1
E800,Srážka se železničními vozidly,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E801,Náraz na jiný předmět,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E802,Vykolejení bez předchozí srážky nebo nárazu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E803,"Výbuch, oheň nebo popálení",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E804,Pád ve vlaku nebo z vlaku,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
E805,Zasažení železničním vozidlem,34,-,1,-,-,-,-,-,-,2,-,-,1,1,4,1,2,1,7,4,6,3,1
E806,Jiný blíže popsaný úraz  na železnici,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
E807,Železniční úraz NS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Provozní úrazy motorovými vozidly,338,2,2,4,5,1,24,9,25,8,15,7,10,15,14,13,20,8,21,46,51,28,10
E810,Srážka motorového vozidla s vlakem,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E811,Srážka motorového vozidla s jiným motorovým vozidlem při návratu do jízdní dráhy,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
E812,Jiná srážka motorového vozidla s jiným motorovým vozidel,36,-,2,1,-,-,2,-,4,4,5,-,3,4,1,2,4,1,1,2,-,-,-
E813,Srážka motorového vozidla s jiným vozidlem,12,-,-,-,-,-,3,-,1,-,-,-,-,1,-,-,-,-,1,3,2,1,-
E814,Srážka motorového vozidla s chodcem,182,1,-,1,4,1,15,5,9,3,5,3,1,1,7,4,10,5,13,30,32,23,9
E815,Jiný náraz motorového vozidla na předmět na silnici,7,-,-,-,-,-,-,-,3,1,-,-,-,2,1,-,-,-,-,-,-,-,-
E816,"Ztráta vlády nad motorovým vozidlem na silnici, beze srážky",30,1,-,-,-,-,1,2,2,-,1,2,1,2,2,3,3,-,-,4,6,-,-
E817,"Úraz při nastupování nebo vystupování, bez srážky",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
E818,Jiný provozní úraz motorovým vozidlem bez srážky,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E819,"Jiný provozní úraz motorovým vozidlem, bez srážky",66,-,-,1,1,-,3,2,6,-,4,2,5,4,3,3,3,2,6,7,10,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
D3,Neprovozní úrazy motorovými vozidly,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E820,Neprovozní úraz motorovým vozidlem pro jizdu na sněhu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E821,Neprovozní úraz jiným mimosilničním motorovým vozidlem ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E822,Neprovozní úraz jiným motorovým vozidlem při srážce s pohybujícím se předmětem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E823,Neprovozní úraz  jiným motorovým vozidlem při nárazu na nepohybující se předmět,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E824,Neprovozní úraz jiným motorovým vozidlem při nastupování nebo vystupování,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E825,Neprovozní úraz jiné nebo NS povahy jiným  motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D4,Úrazy jinými silničními vozidly,11,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,2,-,3,1,3
E826,Úraz způsobený jizdním kolem,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E827,Úraz způsobený vozidlem taženým zvířaty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E828,Úraz způsobený zvířetem nesousím člověka,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
E829,Úrazy způsobené jinými silničními vozidly,9,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,2,-,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
D5,Úrazy při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E830,"Nehoda plavidla (srážka, ztroskotání, převržení) mající za následek potopení osoby",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E831,Jiný úraz při  nehodě plavidla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E832,Jiné náhodné potopení nebo (u)tonutí při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E833,Pád na schodech nebo žebříku při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E834,Jiný pád s jedné úrovně na jinou při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E835,Jiný nebo NS pád při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E836,Úraz u stroje při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E837,"Výbuch, oheň nebo popálení na plavidle",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E838,Jiný nebo NS úraz při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D6,Úrazy při dopravě vzduchem a mimovzdušným prostorem,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
