1998,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
,CELKEM ZEMŘELÝCH MUŽŮ,55 139,269,28,10,15,8,68,74,275,447,417,438,615,1 330,2 293,3 577,3 977,4 744,7 230,8 833,8 608,5 266,6 617
,,,,,,,,,,,,,,,,,,,,,,,,
I,Některé infekční a parazitární nemoci,151,1,1,3, -, -,1,1,3,5, -,3,3,4,12,14,13,9,17,16,26,9,10
A02,Jiné infekce způsobené salmonelami,4, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2,2, -
A03,Shigellosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A04,Jiné bakteriální střevní infekce,3, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -,1,1, -
A05,Jiné bakteriální otravy (intoxikace) , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A06,Amoebiasis - amébóza,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -
A08,Virové a jiné specifikované střevní infekce,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -
A09,Průjem-diarrhoea a gastroenteritida předpokládaného infekčního původu, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A15,"TBC dýchacího ústrojí bakteriologicky
a histologicky ověřená ",42, -, -, -, -, -, -, -, -, -, -, -,1,2,5,4,8,1,5,1,8,3,4
A16,"TBC dýchacího ústrojí bakteriologicky 
a histologicky neověřená ",32, -, -, -, -, -, -, -, -,1, -, -,1,2, -,5,2,2,3,6,8,1,1
A17,Tuberkulóza nervové soustavy,2, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,1, -, -, -, -, -
A18,TBC jiných orgánů,1, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -
A19,Miliární tuberkulóza,7, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -,2,1,1, -,2
A20,Mor-pestis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A21,Tularémie,-,-,-,-,-,-,-,-,-, -,-,-,-,-,-,-,-,-,-,-,-,-,-
A23,Brucellosis - vlnivá horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
