1963,Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1955),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,Úrazy a otravy podle vnější příčiny,2507,67,17,11,14,14,46,30,105,64,60,75,100,93,69,168,153,171,185,256,320,276,213
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,43,-,-,-,-,-,1,3,5,1,2,2,3,-,2,5,-,1,3,5,5,4,1
E800,Úraz na železnicích postihující železniční zaměstnance,9,-,-,-,-,-,-,-,1,-,-,2,1,-,1,4,-,-,-,-,-,-,-
E801,Úraz na železnicích postihující cestující,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
E802,Úraz na železnicích postihující jiné osoby,32,-,-,-,-,-,1,2,4,1,2,-,2,-,1,1,-,1,3,5,5,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Dopravní úrazy motorovými vozidly,270,1,1,3,4,3,21,10,30,11,12,7,13,15,10,14,19,16,15,24,27,8,6
E810,Dopravní úraz   při srážce s vlakem,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-
E811,Dopravní úraz   při srážce s pouliční drahou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E812,Dopravní úraz   způsobený chodcům,153,1,1,3,3,2,19,9,5,-,2,2,2,8,5,6,12,12,9,16,25,7,4
E813,Dopravní úraz   způsobený cyklistům,9,-,-,-,-,-,-,-,-,-,1,-,1,-,-,2,3,1,1,-,-,-,-
E814,Dopravní úraz  motocyklem při srážce s vozidlem nemotorovým a jinými předměty,7,-,-,-,-,-,-,-,5,1,-,-,1,-,-,-,-,-,-,-,-,-,-
E815,Dopravní úraz motocyklem při srážce s motorovým vozidlem ,13,-,-,-,1,-,-,-,5,2,1,-,1,1,1,1,-,-,-,-,-,-,-
