1988,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,Vnější příčiny poranění a otrav,4567,55,18,10,5,19,65,71,182,287,221,309,373,348,267,239,290,328,295,247,393,303,242
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,132,-,-,-,-,-,-,4,9,26,13,11,10,11,16,3,8,5,4,2,9,-,1
E800,Srážka se železničními vozidly,4,-,-,-,-,-,-,-,1,-,1,-,1,1,-,-,-,-,-,-,-,-,-
E801,Náraz na jiný předmět,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E802,Vykolejení bez předchozí srážky nebo nárazu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E803,"Výbuch, oheň nebo popálení",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E804,Pád ve vlaku nebo z vlaku,5,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,2,-,-,-,-
E805,Zasažení železničním vozidlem,111,-,-,-,-,-,-,4,7,22,12,8,8,9,15,3,5,5,2,2,8,-,1
E806,Jiný blíže popsaný úraz  na železnici,4,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,1,-,-,-,-,-,-
E807,Železniční úraz NS,8,-,-,-,-,-,-,-,1,2,-,1,-,-,1,-,2,-,-,-,1,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Provozní úrazy motorovými vozidly,749,1,-,3,2,3,27,18,63,84,43,49,68,51,45,30,57,59,42,29,34,25,16
E810,Srážka motorového vozidla s vlakem,3,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-
E811,Srážka motorového vozidla s jiným motorovým vozidlem při návratu do jízdní dráhy,10,-,-,-,-,-,-,-,-,-,-,1,4,2,1,-,1,-,1,-,-,-,-
E812,Jiná srážka motorového vozidla s jiným motorovým vozidel,71,-,-,-,-,-,-,-,6,13,4,5,8,5,11,4,3,4,3,3,2,-,-
