1967,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,
MKN (1955),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
,CELKEM ZEMŘELÝCH ŽEN,51 147,1 263,86,52,35,28,100,109,204,228,158,232,444,683,897,1 378,2 809,4 185,6 364,8 297,8 867,8 092,6 636
,,,,,,,,,,,,,,,,,,,,,,,,
I,Nemoci přenosné a cizopasné,509,6,3,2,2,2,3,2,6,7,3,2,9,13,10,12,26,56,103,85,89,39,29
1,Tuberkulosa ústrojí dýchacího (z povolání),2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-
2,Tuberkulosa plic,230,-,-,-,-,1,-,-,1,2,2,-,2,4,5,5,12,22,44,39,51,19,21
3,Tuberkuloda pohrudnice,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
4,Primární tuberkulosní komplex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,Tuberkulosa průdušnicových a průduškových uzlin,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,3,1
6,Roentgenologický nález podezřelý z aktivní tuberkulosy dýchacího ústrojí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,Ostatní tuberkulosa dýchacího ústrojí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,Tuberkulosa neoznačeného umístění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,Tuberkulosa mozkomíšních plen a centrálního nervstva,8,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,1,-,2,1,-,-
11,"Tuberkulosa střev, pobřišnice a uzlin okruží",3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-
12,"Tuberkulosa kostí a kloubů, aktivní nebo blíže neurčená",10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,2,1,-
13,Pozdní následky tuberkulosy kostí a kloubů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Tuberkulosa kůže a podkožního vaziva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,Tuberkulosa soustavy mízní,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
16,Tuberkulosa ústrojí močového a pohlavního,8,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2,1,1,1,1,-
