1978,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1966),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,"Úrazy, otravy a násilí (vnější příčina)",5359,121,30,25,21,20,83,63,215,366,378,372,312,271,354,376,385,270,432,446,392,261,166
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,143,-,-,1,-,-,1,2,15,16,16,9,11,9,11,5,13,5,12,4,8,3,2
E800,Srážka se železničními vozidly v pohybu,3,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-
E801,Náraz na nepohyblivý předmět,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E802,Vykolejení bez předchozí srážky ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E803,"Výbuch, oheň, popálení",2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
E804,Pád ve vlaku nebo z vlaku,7,-,-,-,-,-,-,-,-,2,2,-,-,1,-,-,2,-,-,-,-,-,-
E805,Zachycení železničním vozidlem v pohybu,124,-,-,1,-,-,1,2,13,13,10,8,10,8,11,4,10,5,11,4,8,3,2
E806,Jiný blíže popsaný úraz  na železnici,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-
E807,Úraz na železnici NS,4,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,1,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Dopravní úrazy motorovými vozidly,1194,3,3,5,8,9,30,17,94,114,114,84,66,58,64,97,82,57,92,99,54,34,10
E810,Srážka motorového vozidla s vlakem,14,-,-,-,-,-,-,-,3,2,-,2,-,-,1,2,2,1,1,-,-,-,-
E811,Srážka motorového vozidla s vozem pouliční dráhy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
E812,Jiná srážka motorového vozidla s jiným motorovým vozidel,206,-,-,-,1,1,4,-,20,23,32,12,19,15,13,21,15,7,12,7,1,3,-
E813,Srážka motorového vozidla s jiným vozidlem,50,-,-,-,-,-,-,5,1,-,1,1,3,4,2,2,3,4,6,7,9,2,-
E814,Srážka motorového vozidla s chodcem,331,-,2,3,5,5,19,6,16,12,12,11,10,8,15,21,29,20,41,38,30,19,9
E815,Náraz motorového vozidla na nepohyblivý předmět ,60,-,-,-,-,1,-,1,7,5,9,9,6,-,5,6,4,3,2,2,-,-,-
E816,Úraz beze srážky následkem ztráty vlády nad vozidlem,61,1,-,-,1,-,-,-,9,14,9,2,5,2,2,6,4,2,1,1,1,1,-
E817,Úraz motorovým vozidlem při nastupování nebo vystupování,6,-,-,-,-,-,-,-,1,1,-,-,-,1,2,1,-,-,-,-,-,-,-
E818,Jiný úraz motorovým vozidlem beze srážky,7,-,-,-,-,-,-,-,1,2,-,1,-,-,-,1,-,1,-,1,-,-,-
E819,Úraz motorovým vozidlem NS,458,2,1,2,1,2,7,5,36,55,51,46,23,28,24,36,25,19,29,43,13,9,1
,,,,,,,,,,,,,,,,,,,,,,,,
D3,Úrazy motorovými vozidly mimo dopravu,13,-,-,-,-,-,-,-,-,3,2,-,2,-,-,1,1,1,1,1,-,1,-
E820,Srážka s pohybujícím se předmětem mimo dopravu,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
E821,Náraz na nepohyblivý předmět mimo dopravu,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
E822,Úraz při nastupování nebo vystupování mimo dopravu,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
E823,Jiný nebo NS úraz mimo dopravu,10,-,-,-,-,-,-,-,-,1,2,-,2,-,-,1,1,1,-,1,-,1,-
,,,,,,,,,,,,,,,,,,,,,,,,
D4,Jiné úrazy silničními vozidly,41,-,-,-,-,-,2,1,1,-,1,2,2,-,2,2,3,4,7,8,2,3,1
E825,"Úraz pouliční drahou, mimo srážku s motorovým vozidlem",21,-,-,-,-,-,1,-,1,-,1,-,1,-,1,1,2,2,5,2,1,2,1
E826,"Úraz jízdním kolem ,  mimo srážku s motorovým vozidlem nebo tramvají",18,-,-,-,-,-,1,1,-,-,-,1,1,-,1,1,1,2,2,6,1,-,-
