2005,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
,CELKEM ZEMŘELÝCH ŽEN,53 866,136,12,8,11,4,25,51,86,89,136,185,236,391,782,1 372,2 211,2 703,3 318,5 621,9 399,12 829,14 261
,,,,,,,,,,,,,,,,,,,,,,,,
I,Některé infekční a parazitární nemoci,217,1, -, -, -, -, -,2, -, -,1,1, -,2,5,3,18,20,14,24,35,58,33
A02,Jiné infekce způsobené salmonelami,4, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2,2, -
A03,Shigellosis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A04,Jiné bakteriální střevní infekce,4, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -,2,1
A05,Jiné bakteriální otravy (intoxikace) , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A06,Amoebiasis - amébóza, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A08,Virové a jiné specifikované střevní infekce,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -
A09,Průjem-diarrhoea a gastroenteritida předpokládaného infekčního původu,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2, -
A15,"TBC dýchacího ústrojí bakteriologicky
a histologicky ověřená ",11, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -,1, -, -,2,6,1
A16,"TBC dýchacího ústrojí bakteriologicky 
a histologicky neověřená ",3, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -,1, -,1
A17,Tuberkulóza nervové soustavy, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A18,TBC jiných orgánů,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -
A19,Miliární tuberkulóza,4, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -,1,1,1
A20,Mor-pestis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A21,Tularémie, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A23,Brucellosis - vlnivá horečka, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A24,"Malleus - vozhřivka a pseudomalleus 
- meliodosis", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A26,Erysipeloid, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A27,Leptospiróza, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A31,Nemoci způsobené jinými mykobakteriemi, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A32,Listerióza - listeriosis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A33,Tetanus novorozenců, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A35,Tetanus jiný, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A39,Meningokokové infekce,2,1, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A40,Streptokoková septikémie,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -,2
A41,Jiná septikémie,140, -, -, -, -, -, -,1, -, -, -, -, -,1,3,2,11,16,12,16,22,38,18
A42,Aktinomykóza - actinomycosis,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -
A46,Růže - erysipelas,4, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -,1, -,1, -, -,1
A48,Jiné bakteriální nemoci jinde nezařazené,5, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,1,2,1
A49,Bakteriální infekce neurčené lokalizace,13, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -,2,3,2,5
A50,Vrozená syfilis - příjice - lues, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A51,Časná syfilis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A52,Pozdní syfilis,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -
A54,Gonokoková infekce, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A55,Lymphogranuloma venereum , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A68,Návratná horečka - typhus recurrens, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A69,Jiné spirochétové infekce, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A70,Infekce původce: Chlamydia psittaci, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A79,Jiné rickettsiózy,1, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -
A80,Akutní poliomyelitida - akutní dětská obrna , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A81,Pomalé virové infekce centrální nervové soustavy, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A83,Virová encefalitida přenášená komáry, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A84,Virová encefalitida přenášená klíšťaty,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -
A85,Jiná virová encefalitida jinde nezařazená , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A86,Neurčená virová encefalitida, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A87,Virová meningitida, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A88,"Jiné virové infekce centrální nervové 
soustavy, jinde nezařazené", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A89,Neurčená virová infekce centrální nervové soustavy,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1
B00,Infekce virem Herpes simplex,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -
B01,Varicella - plané neštovice, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
B02,Herpes zoster - pásový opar,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1
B06,Zarděnky - rubeola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B15,Akutní hepatitida A, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
B16,Akutní hepatitida B,3, -, -, -, -, -, -, -, -, -, -, -, -,1,1, -, -, -, -,1, -, -, -
B17,Jiná akutní virová hepatitida, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
B18,Chronická virová hepatitida,7, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2,1,1,1,1,1, -
B19,Neurčená virová hepatitida, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
