1998,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
,CELKEM ZEMŘELÝCH ŽEN,54 388,203,18,18,8,3,40,56,114,144,109,138,253,539,954,1 462,1 824,2 435,4 473,7 520,9 635,8 313,16 129
,,,,,,,,,,,,,,,,,,,,,,,,
I,Některé infekční a parazitární nemoci,115,1, -,2, -, -, -, -,1,1, -,1,2,3,6,3,5,3,11,15,18,10,33
A02,Jiné infekce způsobené salmonelami,5, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,5
A03,Shigellosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A04,Jiné bakteriální střevní infekce,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1
A05,Jiné bakteriální otravy (intoxikace) , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A06,Amoebiasis - amébóza, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A08,Virové a jiné specifikované střevní infekce, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A09,Průjem-diarrhoea a gastroenteritida předpokládaného infekčního původu,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -
A15,"TBC dýchacího ústrojí bakteriologicky
a histologicky ověřená ",25, -, -, -, -, -, -, -, -, -, -, -, -, -,1,2,1,1,1,3,3,1,12
A16,"TBC dýchacího ústrojí bakteriologicky 
a histologicky neověřená ",13, -, -, -, -, -, -, -, -, -, -,1,1, -,1, -,1, -,2,2,2,1,2
A17,Tuberkulóza nervové soustavy, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A18,TBC jiných orgánů,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,1,1, -, -, -
A19,Miliární tuberkulóza,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1
A20,Mor-pestis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A21,Tularémie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A23,Brucellosis - vlnivá horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A24,"Malleus - vozhřivka a pseudomalleus 
- meliodosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A26,Erysipeloid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A27,Leptospiróza, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A31,Nemoci způsobené jinými mykobakteriemi, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A32,Listerióza - listeriosis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A33,Tetanus novorozenců,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A35,Tetanus jiný,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A39,Meningokokové infekce,5, -, -,2, -, -, -, -,1,1, -, -, -, -, -, -, -, -,1, -, -, -, -
A40,Streptokoková septikémie,1,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A41,Jiná septikémie,41, -, -, -, -, -, -, -, -, -, -, -, -,1, -,1,3, -,5,7,7,7,10
A42,Aktinomykóza - actinomycosis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A46,Růže - erysipelas,2, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -,1, -, -
A48,Jiné bakteriální nemoci jinde nezařazené,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,1,1
A49,Bakteriální infekce neurčené lokalizace,1, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -
