1976,Zemřelé ženy podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1966),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,"Úrazy, otravy a násilí (vnější příčina)",3325,68,24,17,8,6,32,20,62,95,96,82,67,88,99,141,85,144,287,389,518,541,456
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,29,-,-,-,-,-,-,1,1,1,1,-,3,-,-,3,1,3,4,4,3,3,1
E800,Srážka se železničními vozidly v pohybu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E801,Náraz na nepohyblivý předmět,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
E802,Vykolejení bez předchozí srážky ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E803,"Výbuch, oheň, popálení",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E804,Pád ve vlaku nebo z vlaku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E805,Zachycení železničním vozidlem v pohybu,24,-,-,-,-,-,-,1,-,1,-,-,3,-,-,3,1,3,3,3,3,2,1
E806,Jiný blíže popsaný úraz  na železnici,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E807,Úraz na železnici NS,3,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Dopravní úrazy motorovými vozidly,519,-,4,6,1,1,23,10,31,37,23,25,19,13,22,32,22,23,50,68,58,42,9
E810,Srážka motorového vozidla s vlakem,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E811,Srážka motorového vozidla s vozem pouliční dráhy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E812,Jiná srážka motorového vozidla s jiným motorovým vozidel,74,-,2,-,-,-,-,-,8,10,4,8,9,5,4,7,7,-,4,3,2,1,-
E813,Srážka motorového vozidla s jiným vozidlem,13,-,-,-,-,-,2,1,1,-,-,-,2,-,-,1,1,2,1,-,1,1,-
E814,Srážka motorového vozidla s chodcem,250,-,-,5,1,1,15,7,9,5,6,3,3,6,7,15,10,15,27,45,36,28,6
E815,Náraz motorového vozidla na nepohyblivý předmět ,26,-,-,-,-,-,2,-,2,8,4,2,-,-,1,2,1,1,1,1,1,-,-
E816,Úraz beze srážky následkem ztráty vlády nad vozidlem,8,-,1,-,-,-,-,-,2,3,1,-,-,-,1,-,-,-,-,-,-,-,-
E817,Úraz motorovým vozidlem při nastupování nebo vystupování,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
E818,Jiný úraz motorovým vozidlem beze srážky,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E819,Úraz motorovým vozidlem NS,145,-,1,1,-,-,4,2,7,11,8,12,5,2,9,7,3,5,17,19,17,12,3
,,,,,,,,,,,,,,,,,,,,,,,,
D3,Úrazy motorovými vozidly mimo dopravu,4,-,-,-,-,-,-,-,-,1,1,-,1,-,-,1,-,-,-,-,-,-,-
E820,Srážka s pohybujícím se předmětem mimo dopravu,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
E821,Náraz na nepohyblivý předmět mimo dopravu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E822,Úraz při nastupování nebo vystupování mimo dopravu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E823,Jiný nebo NS úraz mimo dopravu,3,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
