1993,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,Vnější příčiny poranění a otrav,5152,44,17,10,7,13,49,55,293,368,301,308,406,441,450,346,280,298,294,307,258,344,263
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,117,-,-,-,1,1,2,2,13,11,5,10,10,11,8,8,6,6,5,7,4,2,5
E800,Srážka se železničními vozidly,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1
E801,Náraz na jiný předmět,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E802,Vykolejení bez předchozí srážky nebo nárazu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E803,"Výbuch, oheň nebo popálení",1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
E804,Pád ve vlaku nebo z vlaku,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
E805,Zasažení železničním vozidlem,107,-,-,-,1,1,2,1,12,11,5,9,10,10,7,8,6,6,3,5,4,2,4
E806,Jiný blíže popsaný úraz  na železnici,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E807,Železniční úraz NS,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Provozní úrazy motorovými vozidly,1074,-,2,-,3,3,15,22,133,139,104,103,95,82,73,62,47,45,40,35,38,23,10
E810,Srážka motorového vozidla s vlakem,13,-,-,-,-,-,-,-,1,-,1,3,2,3,-,-,1,-,1,-,1,-,-
E811,Srážka motorového vozidla s jiným motorovým vozidlem při návratu do jízdní dráhy,5,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,2,-,-,-,-,-,-
E812,Jiná srážka motorového vozidla s jiným motorovým vozidel,54,-,-,-,-,-,-,1,4,6,5,11,4,3,5,5,1,2,1,4,1,-,1
E813,Srážka motorového vozidla s jiným vozidlem,70,-,-,-,1,-,4,4,7,4,5,7,3,4,5,3,4,8,4,3,3,1,-
E814,Srážka motorového vozidla s chodcem,160,-,-,-,-,-,6,4,8,13,4,9,13,15,18,14,8,7,11,8,11,7,4
E815,Jiný náraz motorového vozidla na předmět na silnici,46,-,-,-,-,-,-,2,13,7,6,7,2,2,2,2,-,3,-,-,-,-,-
E816,"Ztráta vlády nad motorovým vozidlem na silnici, beze srážky",50,-,-,-,-,-,-,-,11,12,6,6,4,1,2,4,1,1,-,1,-,1,-
E817,"Úraz při nastupování nebo vystupování, bez srážky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E818,Jiný provozní úraz motorovým vozidlem bez srážky,11,-,-,-,-,-,-,-,-,1,1,4,1,1,-,1,1,-,-,-,1,-,-
E819,"Jiný provozní úraz motorovým vozidlem, bez srážky",665,-,2,-,2,3,5,11,89,96,76,56,65,51,41,33,29,24,23,19,21,14,5
,,,,,,,,,,,,,,,,,,,,,,,,
D3,Neprovozní úrazy motorovými vozidly,4,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,1,-,-,-
E820,Neprovozní úraz motorovým vozidlem pro jizdu na sněhu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E821,Neprovozní úraz jiným mimosilničním motorovým vozidlem ,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-
E822,Neprovozní úraz jiným motorovým vozidlem při srážce s pohybujícím se předmětem,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E823,Neprovozní úraz  jiným motorovým vozidlem při nárazu na nepohybující se předmět,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
E824,Neprovozní úraz jiným motorovým vozidlem při nastupování nebo vystupování,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E825,Neprovozní úraz jiné nebo NS povahy jiným  motorovým vozidlem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D4,Úrazy jinými silničními vozidly,44,-,-,-,-,-,1,1,5,1,6,3,2,5,3,1,1,3,6,1,-,3,2
E826,Úraz způsobený jizdním kolem,37,-,-,-,-,-,1,1,4,1,6,2,2,5,2,-,1,3,5,-,-,3,1
E827,Úraz způsobený vozidlem taženým zvířaty,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
E828,Úraz způsobený zvířetem nesousím člověka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E829,Úrazy způsobené jinými silničními vozidly,6,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,1,1,-,-,1
,,,,,,,,,,,,,,,,,,,,,,,,
D5,Úrazy při vodní dopravě,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
E830,"Nehoda plavidla (srážka, ztroskotání, převržení) mající za následek potopení osoby",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E831,Jiný úraz při  nehodě plavidla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E832,Jiné náhodné potopení nebo (u)tonutí při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E833,Pád na schodech nebo žebříku při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E834,Jiný pád s jedné úrovně na jinou při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E835,Jiný nebo NS pád při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E836,Úraz u stroje při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E837,"Výbuch, oheň nebo popálení na plavidle",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
E838,Jiný nebo NS úraz při vodní dopravě,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D6,Úrazy při dopravě vzduchem a mimovzdušným prostorem,8,-,-,-,-,-,-,-,1,-,1,-,3,-,1,1,-,1,-,-,-,-,-
E840,Nehoda motorového letadla při stratu nebo přistávání,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E841,Jiná nebo NS nehoda motorového letadla,4,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,1,-,-,-,-,-
E842,Nehoda letadla bez motoru,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
E843,Pád v letadle nebo z letadla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E844,Jiný blíže psaný úraz při dopravě vzduchem,2,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
E845,Nehoda kosmické lodi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D7,Úrazy způsobené vozidly a nezařaditelné jinam,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
E846,"Úrazy způsobené vozidly s motorovým pohonem, používanými jen v budovách a na pozemcích výrobního nebo obchodního závodu ",2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
E847,"Úrazy způsobené lanovými vozy, nejedoucimi po kolejích ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E848,"Úrazy způsobené jinými vozidly, nezařaditelné jinam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
,"Náhodné otravy léky, chemickými látkami používanými v lékařství a biologickými látkami",12,-,1,-,-,-,1,-,-,1,-,2,-,2,-,1,-,2,-,2,-,-,-
E850,"Analgetika, antipyretika a antirevmatika",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E851,Barbituráty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E852,Jiná sedativa a hypnotika,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E853,Trankvilizéry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E854,Jiná psychofarmaka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E855,Jiné látky působící na centrální a  (nebo) autonomní nervovou soustavu,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
E856,Antibiotika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E857,Jiné prostředky proti infekcím,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E858,"Jiné léky, chemické a biologické látky",9,-,1,-,-,-,-,-,-,1,-,2,-,2,-,1,-,1,-,1,-,-,-
