1983,Zemřelí muži podle podrobného seznamu příčin smrti a věku - úrazy a otravy podle vnější příčiny,,,,,,,,,,,,,,,,,,,,,,,
MKN (1976),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
VN,Vnější příčiny poranění a otrav,5036,93,18,13,17,14,88,62,200,289,360,380,363,292,286,329,357,309,247,402,429,327,161
,,,,,,,,,,,,,,,,,,,,,,,,
D1,Úrazy na železnicích,123,-,-,-,-,-,1,1,10,15,11,11,12,5,8,4,14,6,1,8,9,7,-
E800,Srážka se železničními vozidly,5,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,1,-,-,1,-,-,-
E801,Náraz na jiný předmět,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E802,Vykolejení bez předchozí srážky nebo nárazu,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
E803,"Výbuch, oheň nebo popálení",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E804,Pád ve vlaku nebo z vlaku,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
E805,Zasažení železničním vozidlem,102,-,-,-,-,-,1,1,9,11,8,6,11,5,7,2,12,6,1,6,9,7,-
E806,Jiný blíže popsaný úraz  na železnici,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
E807,Železniční úraz NS,11,-,-,-,-,-,-,-,-,1,3,2,1,-,1,1,1,-,-,1,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
D2,Provozní úrazy motorovými vozidly,809,2,2,2,3,8,23,15,61,82,72,67,60,57,43,46,58,44,34,45,48,26,11
E810,Srážka motorového vozidla s vlakem,6,-,-,-,-,-,-,-,1,-,1,-,-,1,-,1,2,-,-,-,-,-,-
E811,Srážka motorového vozidla s jiným motorovým vozidlem při návratu do jízdní dráhy,3,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-
E812,Jiná srážka motorového vozidla s jiným motorovým vozidel,86,1,-,-,1,-,1,-,8,8,11,10,6,9,7,9,2,7,2,1,-,2,1
E813,Srážka motorového vozidla s jiným vozidlem,31,-,-,-,-,-,1,2,2,2,2,3,-,1,-,1,6,2,2,5,1,1,-
E814,Srážka motorového vozidla s chodcem,278,-,1,-,2,5,13,6,11,12,17,15,16,21,13,15,22,19,16,21,33,14,6
