1995,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,
MKN (1993),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
,,,,,,,,,,,,,,,,,,,,,,,,
,CELKEM ZEMŘELÝCH MUŽŮ,58 925,439,35,25,23,14,88,84,385,474,418,524,821,1 518,2 534,3 295,3 716,5 797,8 058,10 110,6 010,8 289,6 268
,,,,,,,,,,,,,,,,,,,,,,,,
I,Některé infekční a parazitární nemoci,122,2, -, -,1, -, -,2,5, -,1,4,7,4,10,7,6,7,15,18,12,14,7
A02,Jiné infekce způsobené salmonelami,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2, -,1, -, -
A03,Shigellosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A04,Jiné bakteriální střevní infekce,3, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -,1,1, -, -, -
A05,Jiné bakteriální otravy (intoxikace) , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A06,Amoebiasis - amébóza, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A08,Virové a jiné specifikované střevní infekce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A09,Průjem-diarrhoea a gastroenteritida předpokládaného infekčního původu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A15,"TBC dýchacího ústrojí bakteriologicky
a histologicky ověřená ",35, -, -, -, -, -, -, -, -, -, -,2,2,1,5,3,1,3,5,3,2,5,3
A16,"TBC dýchacího ústrojí bakteriologicky 
a histologicky neověřená ",13, -, -, -, -, -, -, -, -, -, -, -,2, -,2,1,1,1,1,2,1,1,1
A17,Tuberkulóza nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A18,TBC jiných orgánů,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -
A19,Miliární tuberkulóza,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -,1, -,1, -
A20,Mor-pestis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A21,Tularémie,-,-,-,-,-,-,-,-,-, -,-,-,-,-,-,-,-,-,-,-,-,-,-
A23,Brucellosis - vlnivá horečka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A24,"Malleus - vozhřivka a pseudomalleus 
- meliodosis",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A26,Erysipeloid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A27,Leptospiróza, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A31,Nemoci způsobené jinými mykobakteriemi,2, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -,1, -, -
A32,Listerióza - listeriosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A33,Tetanus novorozenců,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A35,Tetanus jiný, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A39,Meningokokové infekce,9,2, -, -,1, -, -,1,4, -, -, -, -, -, -, -, -, -,1, -, -, -, -
A40,Streptokoková septikémie,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -
A41,Jiná septikémie,35, -, -, -, -, -, -, -,1, -,1,1, -,1,1,2,4, -,3,8,4,6,3
A42,Aktinomykóza - actinomycosis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A46,Růže - erysipelas,2, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -,1, -, -, -, -, -
A48,Jiné bakteriální nemoci jinde nezařazené,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -
A49,Bakteriální infekce neurčené lokalizace,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -
A50,Vrozená syfilis - příjice - lues, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A51,Časná syfilis, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A52,Pozdní syfilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A54,Gonokoková infekce, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A55,Lymphogranuloma venereum , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A68,Návratná horečka - typhus recurrens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A69,Jiné spirochétové infekce,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -
A70,Infekce původce: Chlamydia psittaci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A79,Jiné rickettsiózy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A80,Akutní poliomyelitida - akutní dětská obrna ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A81,Pomalé virové infekce centrální nervové soustavy, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A83,Virová encefalitida přenášená komáry, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A84,Virová encefalitida přenášená klíšťaty,1, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -
A85,Jiná virová encefalitida jinde nezařazená ,1, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
A86,Neurčená virová encefalitida,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A87,Virová meningitida,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A88,"Jiné virové infekce centrální nervové 
soustavy, jinde nezařazené",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A89,Neurčená virová infekce centrální nervové soustavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B00,Infekce virem Herpes simplex, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
B01,Varicella - plané neštovice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
